channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error,GT_F_Left_MHz,GT_F_Right_MHz,ACT_F_Star_Left_MHz,ACT_F_Star_Right_MHz,BW_GT_MHz,BW_ACT_MHz,MaxAbs_GT_MHz,MaxAbs_ACT_MHz,M_GT,M_ACT
33,0,12,9,10,33,60,12,13,51,30,9,10,33,60,12,13,51,30,33,0,0,-2.1972656249999996,1.7089843749999998,-1.8897142857142855,1.4811428571428573,3.906249999999999,3.370857142857143,2.1972656249999996,1.8897142857142855,14.0,16.0
100,0,14,6,7,0,30,14,15,18,9,6,7,6,30,14,15,18,6,18,1,0,-2.3193359374999996,1.9531249999999998,-2.346571428571429,1.8897142857142857,4.272460937499999,4.236285714285715,2.3193359374999996,2.346571428571429,13.0,13.0
68,0,14,8,9,12,48,13,14,27,24,8,9,12,48,13,14,27,24,27,0,0,-2.0751953124999996,0.9765624999999999,-2.056380952380952,1.604,3.0517578124999996,3.6603809523809523,2.0751953124999996,2.056380952380952,15.0,15.0
112,0,12,6,7,6,33,12,13,33,21,6,7,6,33,12,13,33,21,27,0,0,-2.1972656249999996,1.0986328124999998,-2.282920634920635,1.174,3.295898437499999,3.456920634920635,2.1972656249999996,2.282920634920635,14.0,13.0
89,0,15,6,7,6,24,16,17,18,0,6,7,6,24,13,14,18,0,18,0,1,-2.3193359374999996,2.3193359374999996,-2.3083809523809524,1.604,4.638671874999999,3.9123809523809525,2.3193359374999996,2.3083809523809524,13.0,13.0
33,0,13,6,7,9,39,16,17,24,6,6,7,9,39,16,17,24,9,21,1,0,-2.3193359374999996,1.8310546874999998,-2.3694857142857146,2.2778285714285715,4.150390624999999,4.647314285714286,2.3193359374999996,2.3694857142857146,13.0,13.0
86,0,15,6,7,6,30,12,13,21,6,6,7,9,30,12,13,21,9,12,1,0,-2.3193359374999996,1.4648437499999998,-2.4284081632653063,1.3890000000000002,3.784179687499999,3.8174081632653065,2.3193359374999996,2.4284081632653063,13.0,12.0
96,0,14,6,7,0,27,12,13,27,15,6,7,3,27,12,13,27,15,21,1,0,-2.3193359374999996,1.3427734374999998,-2.2892857142857146,1.174,3.662109374999999,3.4632857142857145,2.3193359374999996,2.2892857142857146,13.0,13.0
48,0,13,6,7,12,33,14,15,27,6,6,7,12,33,14,15,30,9,24,1,0,-2.1972656249999996,1.5869140624999998,-2.3302040816326532,1.97134693877551,3.784179687499999,4.301551020408163,2.1972656249999996,2.3302040816326532,14.0,13.0
21,0,13,6,7,0,30,14,15,30,15,6,7,9,30,14,15,30,15,24,0,1,-2.1972656249999996,1.9531249999999998,-2.2974693877551022,2.004,4.150390624999999,4.301469387755102,2.1972656249999996,2.2974693877551022,14.0,13.0
2,0,13,6,7,6,39,13,14,30,21,6,7,9,36,13,14,30,21,24,1,0,-2.1972656249999996,1.5869140624999998,-2.33384126984127,1.7944761904761906,3.784179687499999,4.128317460317461,2.1972656249999996,2.33384126984127,14.0,13.0
96,0,13,7,8,15,24,13,14,21,12,7,8,18,24,13,14,21,12,18,1,0,-2.1972656249999996,1.4648437499999998,-2.232,1.6992380952380952,3.662109374999999,3.931238095238095,2.1972656249999996,2.232,14.0,14.0
124,0,15,6,7,0,24,16,17,12,0,6,7,0,21,16,17,15,3,12,1,0,-2.1972656249999996,1.8310546874999998,-2.3302040816326532,2.2892857142857146,4.028320312499999,4.619489795918367,2.1972656249999996,2.3302040816326532,14.0,13.0
71,0,13,6,7,0,24,16,17,15,0,6,7,0,24,16,17,18,0,15,1,0,-2.0751953124999996,1.8310546874999998,-2.317928571428572,2.2701904761904763,3.906249999999999,4.588119047619048,2.0751953124999996,2.317928571428572,15.0,13.0
125,0,11,6,7,3,30,12,13,36,21,6,7,9,30,12,13,36,21,24,1,0,-2.1972656249999996,1.2207031249999998,-2.2974693877551022,1.432,3.417968749999999,3.729469387755102,2.1972656249999996,2.2974693877551022,14.0,13.0
49,0,13,6,7,12,33,12,13,33,24,6,7,12,33,12,13,33,24,30,0,0,-2.1972656249999996,1.4648437499999998,-2.264734693877551,1.0306666666666666,3.662109374999999,3.2954013605442176,2.1972656249999996,2.264734693877551,14.0,13.0
87,0,15,6,7,6,30,16,17,12,0,6,7,9,30,16,17,12,0,12,1,0,-2.3193359374999996,1.5869140624999998,-2.4284081632653063,2.232,3.906249999999999,4.6604081632653065,2.3193359374999996,2.4284081632653063,13.0,12.0
42,0,11,7,8,39,45,12,13,60,36,7,8,39,45,12,13,60,36,39,0,0,-2.1972656249999996,1.4648437499999998,-2.232,1.4965000000000002,3.662109374999999,3.7285000000000004,2.1972656249999996,2.232,14.0,14.0
99,0,11,6,7,12,36,14,15,27,15,6,7,12,36,14,15,27,15,21,0,0,-2.3193359374999996,1.7089843749999998,-2.3752142857142857,2.0325714285714285,4.028320312499999,4.407785714285714,2.3193359374999996,2.3752142857142857,13.0,13.0
28,0,12,6,7,0,39,14,15,33,15,6,7,0,39,14,15,33,18,27,1,0,-2.1972656249999996,1.0986328124999998,-2.302505494505495,2.004,3.295898437499999,4.306505494505495,2.1972656249999996,2.302505494505495,14.0,13.0
41,0,14,7,8,24,27,14,15,27,15,7,8,24,27,14,15,27,15,24,0,0,-2.1972656249999996,1.9531249999999998,-2.232,1.961142857142857,4.150390624999999,4.193142857142857,2.1972656249999996,2.232,14.0,14.0
44,0,12,8,9,30,48,14,15,30,18,8,9,30,48,14,15,30,18,30,0,0,-2.0751953124999996,1.5869140624999998,-2.1754285714285713,1.8897142857142857,3.662109374999999,4.065142857142857,2.0751953124999996,2.1754285714285713,15.0,14.0
90,0,12,6,7,6,27,14,15,21,12,6,7,9,30,14,15,21,15,18,1,0,-2.1972656249999996,1.2207031249999998,-2.3629387755102043,2.0325714285714285,3.417968749999999,4.395510204081633,2.1972656249999996,2.3629387755102043,14.0,13.0
37,0,11,6,7,12,42,14,15,39,0,6,7,12,42,14,15,39,0,39,0,0,-2.0751953124999996,1.7089843749999998,-2.254914285714286,1.8897142857142857,3.784179687499999,4.144628571428571,2.0751953124999996,2.254914285714286,15.0,13.0
26,0,12,6,7,12,42,14,15,39,24,6,7,12,42,14,15,39,24,33,0,0,-2.3193359374999996,2.0751953124999996,-2.300742857142857,2.004,4.394531249999999,4.304742857142857,2.3193359374999996,2.300742857142857,13.0,13.0
68,0,12,7,8,27,39,12,13,45,30,7,8,27,39,12,13,45,30,33,0,0,-2.1972656249999996,1.2207031249999998,-2.2037142857142857,1.432,3.417968749999999,3.6357142857142857,2.1972656249999996,2.2037142857142857,14.0,14.0
1,0,15,6,7,0,27,12,13,30,18,6,7,6,27,12,13,33,18,21,1,0,-2.1972656249999996,0.8544921874999999,-2.2974693877551022,1.432,3.0517578124999996,3.729469387755102,2.1972656249999996,2.2974693877551022,14.0,13.0
105,0,15,6,7,0,21,13,14,18,12,6,7,0,24,13,14,18,12,15,1,0,-2.3193359374999996,1.5869140624999998,-2.317928571428572,1.7468571428571429,3.906249999999999,4.064785714285715,2.3193359374999996,2.317928571428572,13.0,13.0
5,0,13,6,7,12,36,14,15,33,18,6,7,12,36,14,15,33,18,24,0,0,-2.1972656249999996,1.8310546874999998,-2.346571428571429,2.061142857142857,4.028320312499999,4.407714285714286,2.1972656249999996,2.346571428571429,14.0,13.0
38,0,12,6,7,9,36,16,17,24,9,6,7,12,36,16,17,24,12,24,1,0,-2.1972656249999996,1.8310546874999998,-2.346571428571429,2.232,4.028320312499999,4.578571428571429,2.1972656249999996,2.346571428571429,14.0,13.0
72,0,12,6,7,6,42,14,15,24,15,6,7,9,42,14,15,24,15,24,1,0,-2.1972656249999996,1.4648437499999998,-2.356987012987013,1.8897142857142857,3.662109374999999,4.246701298701298,2.1972656249999996,2.356987012987013,14.0,13.0
5,0,11,6,7,18,48,14,15,39,33,6,7,18,48,14,15,39,33,39,0,0,-2.3193359374999996,1.8310546874999998,-2.300742857142857,1.8897142857142857,4.150390624999999,4.190457142857143,2.3193359374999996,2.300742857142857,13.0,13.0
56,0,12,6,7,9,33,13,14,36,24,6,7,9,33,13,14,36,24,27,0,0,-2.1972656249999996,1.5869140624999998,-2.2892857142857146,1.8182857142857143,3.784179687499999,4.107571428571429,2.1972656249999996,2.2892857142857146,14.0,13.0
65,0,13,6,7,12,36,14,15,24,6,6,7,12,36,14,15,24,6,21,0,0,-2.3193359374999996,1.7089843749999998,-2.3752142857142857,1.9373333333333334,4.028320312499999,4.312547619047619,2.3193359374999996,2.3752142857142857,13.0,13.0
23,0,15,6,7,6,30,12,13,36,15,6,7,9,30,12,13,36,18,24,1,0,-2.3193359374999996,1.4648437499999998,-2.2974693877551022,1.3173333333333335,3.784179687499999,3.6148027210884357,2.3193359374999996,2.2974693877551022,13.0,13.0
80,0,11,6,7,6,36,14,15,33,15,6,7,9,36,14,15,33,18,30,1,0,-2.1972656249999996,1.8310546874999998,-2.282920634920635,1.9468571428571428,4.028320312499999,4.229777777777778,2.1972656249999996,2.282920634920635,14.0,13.0
82,0,11,6,7,9,36,14,15,30,12,6,7,9,36,14,15,30,12,30,0,0,-2.1972656249999996,1.4648437499999998,-2.282920634920635,1.8897142857142857,3.662109374999999,4.172634920634921,2.1972656249999996,2.282920634920635,14.0,13.0
107,0,13,6,7,0,30,12,13,24,0,6,7,0,30,12,13,24,9,21,0,1,-2.3193359374999996,1.8310546874999998,-2.300742857142857,0.916,4.150390624999999,3.216742857142857,2.3193359374999996,2.300742857142857,13.0,13.0
67,0,14,7,8,18,24,13,14,24,18,7,8,18,24,13,14,24,18,21,0,0,-2.0751953124999996,1.2207031249999998,-2.2037142857142857,1.7468571428571429,3.295898437499999,3.9505714285714286,2.0751953124999996,2.2037142857142857,15.0,14.0
120,0,14,6,7,0,24,14,15,15,6,6,7,6,24,14,15,15,6,9,1,0,-2.1972656249999996,1.5869140624999998,-2.422952380952381,2.080190476190476,3.784179687499999,4.503142857142857,2.1972656249999996,2.422952380952381,14.0,12.0
103,0,11,6,7,3,42,12,13,39,24,6,7,9,42,12,13,39,24,30,1,0,-2.3193359374999996,1.3427734374999998,-2.3153246753246757,1.2600000000000002,3.662109374999999,3.575324675324676,2.3193359374999996,2.3153246753246757,13.0,13.0
45,0,13,7,8,27,36,14,15,27,6,7,8,27,36,14,15,27,9,27,1,0,-2.1972656249999996,1.5869140624999998,-2.232,1.8897142857142857,3.784179687499999,4.121714285714286,2.1972656249999996,2.232,14.0,14.0
119,0,13,6,7,6,27,14,15,21,3,6,7,9,27,14,15,21,9,15,1,0,-2.1972656249999996,0.8544921874999999,-2.384761904761905,2.0325714285714285,3.0517578124999996,4.417333333333334,2.1972656249999996,2.384761904761905,14.0,13.0
58,0,12,6,7,0,33,14,15,33,18,6,7,3,33,14,15,33,21,24,1,0,-2.1972656249999996,1.5869140624999998,-2.300742857142857,2.104,3.784179687499999,4.404742857142857,2.1972656249999996,2.300742857142857,14.0,13.0
25,0,11,6,7,18,45,13,14,42,33,6,7,21,45,13,14,42,33,36,1,0,-2.1972656249999996,1.5869140624999998,-2.317928571428572,1.7944761904761906,3.784179687499999,4.112404761904762,2.1972656249999996,2.317928571428572,14.0,13.0
127,0,11,6,7,6,33,12,13,33,27,6,7,9,33,12,13,33,27,30,1,0,-2.1972656249999996,1.3427734374999998,-2.2606428571428574,1.174,3.540039062499999,3.4346428571428573,2.1972656249999996,2.2606428571428574,14.0,13.0
36,0,14,6,7,0,30,16,17,27,12,6,7,9,30,16,17,27,15,24,1,1,-2.1972656249999996,1.3427734374999998,-2.2974693877551022,2.2892857142857146,3.540039062499999,4.586755102040817,2.1972656249999996,2.2974693877551022,14.0,13.0
17,0,14,7,8,18,30,13,14,24,21,7,8,21,30,16,17,24,9,24,1,1,-2.0751953124999996,1.0986328124999998,-2.213142857142857,2.232,3.173828124999999,4.445142857142857,2.0751953124999996,2.232,15.0,14.0
79,0,13,6,7,0,30,12,13,36,21,6,7,0,30,12,13,36,21,27,0,0,-2.0751953124999996,1.4648437499999998,-2.254914285714286,1.2600000000000002,3.540039062499999,3.514914285714286,2.0751953124999996,2.254914285714286,15.0,13.0
112,0,14,6,7,6,24,13,14,24,15,6,7,6,24,13,14,24,15,21,0,0,-2.1972656249999996,1.5869140624999998,-2.2701904761904763,1.6992380952380952,3.784179687499999,3.9694285714285718,2.1972656249999996,2.2701904761904763,14.0,13.0
82,0,11,6,7,9,36,14,15,30,12,6,7,9,36,14,15,30,12,30,0,0,-2.1972656249999996,1.4648437499999998,-2.282920634920635,1.8897142857142857,3.662109374999999,4.172634920634921,2.1972656249999996,2.282920634920635,14.0,13.0
20,0,13,8,9,24,48,13,14,30,27,8,9,24,48,13,14,30,27,30,0,0,-2.0751953124999996,1.7089843749999998,-2.1039999999999996,1.604,3.784179687499999,3.7079999999999997,2.0751953124999996,2.1039999999999996,15.0,14.0
113,0,14,6,7,0,21,14,15,15,6,6,7,0,21,14,15,15,9,12,1,0,-2.1972656249999996,1.7089843749999998,-2.3302040816326532,2.0325714285714285,3.906249999999999,4.362775510204082,2.1972656249999996,2.3302040816326532,14.0,13.0
33,0,15,6,7,9,30,16,17,24,9,6,7,12,30,16,17,24,12,24,1,0,-2.3193359374999996,2.3193359374999996,-2.3083809523809524,2.232,4.638671874999999,4.540380952380953,2.3193359374999996,2.3083809523809524,13.0,13.0
123,0,13,7,8,3,24,12,13,21,3,7,8,9,24,12,13,21,9,21,1,0,-1.9531249999999998,0.6103515624999999,-2.186742857142857,0.744,2.5634765624999996,2.9307428571428566,1.9531249999999998,2.186742857142857,16.0,14.0
92,0,15,6,7,0,12,14,15,12,6,6,7,3,12,14,15,15,3,9,1,0,-2.3193359374999996,1.5869140624999998,-2.3083809523809524,2.0325714285714285,3.906249999999999,4.3409523809523805,2.3193359374999996,2.3083809523809524,13.0,13.0
94,0,15,6,7,0,27,12,13,24,6,6,7,6,27,12,13,24,9,18,1,0,-2.3193359374999996,1.3427734374999998,-2.3302040816326532,1.088,3.662109374999999,3.4182040816326533,2.3193359374999996,2.3302040816326532,13.0,13.0
33,0,15,6,7,9,30,16,17,24,9,6,7,12,30,16,17,24,12,24,1,0,-2.3193359374999996,2.3193359374999996,-2.3083809523809524,2.232,4.638671874999999,4.540380952380953,2.3193359374999996,2.3083809523809524,13.0,13.0
88,0,11,6,7,18,36,14,15,30,12,6,7,18,36,14,15,30,12,27,0,0,-2.1972656249999996,1.8310546874999998,-2.346571428571429,1.9373333333333334,4.028320312499999,4.283904761904762,2.1972656249999996,2.346571428571429,14.0,13.0
66,0,12,6,7,9,39,13,14,33,30,6,7,12,39,13,14,33,30,33,1,0,-2.3193359374999996,1.5869140624999998,-2.282920634920635,1.604,3.906249999999999,3.886920634920635,2.3193359374999996,2.282920634920635,13.0,13.0
110,0,13,6,7,0,36,0,0,0,0,6,7,6,36,11,12,51,12,21,1,1,-2.3193359374999996,1.3427734374999998,-2.346571428571429,0.4006153846153846,3.662109374999999,2.7471868131868136,2.3193359374999996,2.346571428571429,13.0,13.0
21,0,13,6,7,0,30,14,15,30,15,6,7,9,30,14,15,30,15,24,0,1,-2.1972656249999996,1.9531249999999998,-2.2974693877551022,2.004,4.150390624999999,4.301469387755102,2.1972656249999996,2.2974693877551022,14.0,13.0
83,0,11,7,8,27,36,13,14,30,27,7,8,27,36,13,14,30,27,30,0,0,-2.0751953124999996,1.0986328124999998,-2.213142857142857,1.604,3.173828124999999,3.817142857142857,2.0751953124999996,2.213142857142857,15.0,14.0
48,0,12,6,7,15,39,14,15,36,24,6,7,15,39,14,15,36,24,33,0,0,-2.3193359374999996,1.8310546874999998,-2.2892857142857146,1.961142857142857,4.150390624999999,4.2504285714285714,2.3193359374999996,2.2892857142857146,13.0,13.0
87,0,11,7,8,9,36,13,14,33,24,7,8,12,36,13,14,33,27,30,1,0,-2.0751953124999996,1.2207031249999998,-2.1895714285714285,1.7468571428571429,3.295898437499999,3.9364285714285714,2.0751953124999996,2.1895714285714285,15.0,14.0
114,0,11,6,7,12,39,14,15,24,12,6,7,15,39,14,15,24,15,21,1,0,-2.1972656249999996,0.9765624999999999,-2.403857142857143,1.9849523809523808,3.1738281249999996,4.388809523809524,2.1972656249999996,2.403857142857143,14.0,12.0
117,0,13,6,7,6,27,12,13,27,18,6,7,9,27,12,13,27,18,21,1,0,-2.1972656249999996,1.4648437499999998,-2.3083809523809524,1.3173333333333335,3.662109374999999,3.625714285714286,2.1972656249999996,2.3083809523809524,14.0,13.0
36,0,11,6,7,18,42,16,17,30,12,6,7,18,42,16,17,30,15,27,1,0,-2.1972656249999996,1.7089843749999998,-2.3752142857142857,2.2778285714285715,3.906249999999999,4.653042857142857,2.1972656249999996,2.3752142857142857,14.0,13.0
93,0,15,6,7,6,27,16,17,12,0,6,7,9,27,15,16,15,12,15,1,0,-2.3193359374999996,1.4648437499999998,-2.384761904761905,2.1754285714285713,3.784179687499999,4.560190476190476,2.3193359374999996,2.384761904761905,13.0,13.0
39,0,14,6,7,9,33,14,15,27,18,6,7,12,33,14,15,27,18,27,1,0,-2.3193359374999996,1.9531249999999998,-2.2974693877551022,1.8897142857142857,4.272460937499999,4.187183673469388,2.3193359374999996,2.2974693877551022,13.0,13.0
119,0,11,6,7,9,36,13,14,24,18,6,7,9,36,13,14,24,21,24,1,0,-2.3193359374999996,1.2207031249999998,-2.33384126984127,1.604,3.540039062499999,3.93784126984127,2.3193359374999996,2.33384126984127,13.0,13.0
33,0,15,6,7,9,30,16,17,24,9,6,7,12,30,16,17,24,12,24,1,0,-2.3193359374999996,2.3193359374999996,-2.3083809523809524,2.232,4.638671874999999,4.540380952380953,2.3193359374999996,2.3083809523809524,13.0,13.0
22,0,13,6,7,6,36,12,13,45,21,6,7,9,36,12,13,45,24,30,1,0,-2.3193359374999996,1.4648437499999998,-2.282920634920635,1.3582857142857145,3.784179687499999,3.6412063492063496,2.3193359374999996,2.282920634920635,13.0,13.0
53,0,13,7,8,21,30,14,15,27,9,7,8,21,33,14,15,27,9,21,1,0,-2.1972656249999996,1.4648437499999998,-2.232,1.9849523809523808,3.662109374999999,4.216952380952381,2.1972656249999996,2.232,14.0,14.0
72,0,15,6,7,3,27,13,14,27,12,6,7,9,27,13,14,27,12,15,1,0,-2.1972656249999996,1.5869140624999998,-2.384761904761905,1.8325714285714285,3.784179687499999,4.217333333333333,2.1972656249999996,2.384761904761905,14.0,13.0
103,0,14,6,7,0,30,12,13,27,18,6,7,0,30,12,13,27,18,21,0,0,-2.3193359374999996,1.3427734374999998,-2.300742857142857,1.3173333333333335,3.662109374999999,3.6180761904761907,2.3193359374999996,2.300742857142857,13.0,13.0
86,0,14,6,7,6,24,13,14,24,15,6,7,9,24,13,14,24,18,21,1,0,-2.3193359374999996,1.5869140624999998,-2.2778285714285715,1.7468571428571429,3.906249999999999,4.024685714285715,2.3193359374999996,2.2778285714285715,13.0,13.0
76,0,12,7,8,27,30,12,13,42,24,7,8,27,33,13,14,27,24,27,1,0,-2.0751953124999996,1.4648437499999998,-2.232,1.604,3.540039062499999,3.8360000000000003,2.0751953124999996,2.232,15.0,14.0
117,0,14,6,7,6,24,14,15,15,0,6,7,6,24,14,15,15,6,12,1,0,-2.1972656249999996,1.3427734374999998,-2.384761904761905,1.9849523809523808,3.540039062499999,4.369714285714286,2.1972656249999996,2.384761904761905,14.0,13.0
67,0,12,6,7,0,36,14,15,33,18,6,7,6,36,14,15,33,21,27,1,0,-2.3193359374999996,1.9531249999999998,-2.300742857142857,2.0325714285714285,4.272460937499999,4.333314285714286,2.3193359374999996,2.300742857142857,13.0,13.0
124,0,11,7,8,33,39,12,13,36,27,6,7,6,36,12,13,36,27,33,1,0,-2.1972656249999996,1.0986328124999998,-2.254914285714286,1.0306666666666666,3.295898437499999,3.2855809523809523,2.1972656249999996,2.254914285714286,14.0,13.0
4,0,14,7,8,24,27,14,15,27,12,7,8,24,27,14,15,27,15,24,1,0,-2.0751953124999996,1.3427734374999998,-2.232,1.961142857142857,3.417968749999999,4.193142857142857,2.0751953124999996,2.232,15.0,14.0
83,0,13,8,9,24,45,12,13,30,21,8,9,24,45,12,13,30,21,24,0,0,-2.0751953124999996,1.0986328124999998,-2.1754285714285713,1.3173333333333335,3.173828124999999,3.4927619047619047,2.0751953124999996,2.1754285714285713,15.0,14.0
18,0,12,6,7,0,39,14,15,33,21,6,7,0,39,14,15,33,21,33,0,0,-2.1972656249999996,1.7089843749999998,-2.2672527472527473,1.8897142857142857,3.906249999999999,4.156967032967033,2.1972656249999996,2.2672527472527473,14.0,13.0
50,0,14,7,8,18,30,14,15,24,9,7,8,18,30,14,15,27,12,18,1,0,-2.1972656249999996,1.9531249999999998,-2.232,2.061142857142857,4.150390624999999,4.293142857142858,2.1972656249999996,2.232,14.0,14.0
85,0,15,6,7,0,21,14,15,18,9,6,7,0,21,13,14,18,15,18,1,0,-2.1972656249999996,1.4648437499999998,-2.264734693877551,1.604,3.662109374999999,3.8687346938775513,2.1972656249999996,2.264734693877551,14.0,13.0
80,0,12,7,8,18,36,12,13,30,12,7,8,18,36,12,13,30,15,27,1,0,-2.1972656249999996,1.4648437499999998,-2.2037142857142857,0.916,3.662109374999999,3.1197142857142857,2.1972656249999996,2.2037142857142857,14.0,14.0
41,0,11,8,9,33,45,13,14,42,30,8,9,30,45,13,14,42,30,36,1,0,-1.8310546874999998,1.7089843749999998,-2.061142857142857,1.7468571428571429,3.5400390624999996,3.808,1.8310546874999998,2.061142857142857,17.0,15.0
118,0,15,6,7,9,21,16,17,18,3,6,7,9,21,16,17,18,6,12,1,0,-2.3193359374999996,2.3193359374999996,-2.403857142857143,2.346571428571429,4.638671874999999,4.7504285714285714,2.3193359374999996,2.403857142857143,13.0,12.0
88,0,12,6,7,9,36,12,13,36,18,6,7,9,36,12,13,36,18,27,0,0,-2.3193359374999996,1.4648437499999998,-2.3083809523809524,1.174,3.784179687499999,3.4823809523809524,2.3193359374999996,2.3083809523809524,13.0,13.0
12,0,11,7,8,36,42,12,13,54,33,7,8,36,42,12,13,54,33,39,0,0,-2.0751953124999996,1.3427734374999998,-2.2037142857142857,1.3582857142857145,3.417968749999999,3.5620000000000003,2.0751953124999996,2.2037142857142857,15.0,14.0
6,0,15,8,9,18,39,13,14,27,15,8,9,18,39,13,14,27,15,24,0,0,-2.0751953124999996,1.5869140624999998,-2.0937959183673467,1.6754285714285715,3.662109374999999,3.769224489795918,2.0751953124999996,2.0937959183673467,15.0,14.0
29,0,14,8,9,21,42,16,17,27,9,8,9,21,42,16,17,27,9,24,0,0,-1.9531249999999998,1.7089843749999998,-2.134612244897959,2.2701904761904763,3.6621093749999996,4.404802721088435,1.9531249999999998,2.2701904761904763,16.0,13.0
41,0,12,8,9,33,54,14,15,36,24,8,9,33,54,14,15,36,24,33,0,0,-2.0751953124999996,1.8310546874999998,-2.1754285714285713,1.961142857142857,3.906249999999999,4.136571428571428,2.0751953124999996,2.1754285714285713,15.0,14.0
28,0,13,6,7,0,36,13,14,36,30,6,7,6,36,13,14,36,30,33,1,0,-2.1972656249999996,1.8310546874999998,-2.254914285714286,1.7468571428571429,4.028320312499999,4.001771428571429,2.1972656249999996,2.254914285714286,14.0,13.0
66,0,11,6,7,21,42,12,13,45,30,6,7,21,42,12,13,45,30,33,0,0,-2.1972656249999996,1.4648437499999998,-2.3302040816326532,1.432,3.662109374999999,3.762204081632653,2.1972656249999996,2.3302040816326532,14.0,13.0
65,0,12,8,9,33,54,12,13,42,24,8,9,33,54,12,13,42,27,39,1,0,-2.0751953124999996,1.0986328124999998,-2.0937959183673467,0.916,3.173828124999999,3.0097959183673466,2.0751953124999996,2.0937959183673467,15.0,14.0
21,0,14,6,7,0,30,16,17,21,0,6,7,6,30,16,17,21,0,18,1,0,-2.1972656249999996,1.5869140624999998,-2.346571428571429,2.264734693877551,3.784179687499999,4.61130612244898,2.1972656249999996,2.346571428571429,14.0,13.0
104,0,15,6,7,6,24,14,15,21,6,6,7,12,24,14,15,21,9,15,1,0,-2.3193359374999996,1.9531249999999998,-2.403857142857143,2.0325714285714285,4.272460937499999,4.436428571428571,2.3193359374999996,2.403857142857143,13.0,12.0
83,0,12,6,7,6,30,13,14,30,18,6,7,9,30,13,14,30,18,27,1,0,-2.0751953124999996,1.7089843749999998,-2.264734693877551,1.6754285714285715,3.784179687499999,3.940163265306123,2.0751953124999996,2.264734693877551,15.0,13.0
104,0,12,6,7,6,30,14,15,21,15,6,7,9,30,14,15,21,15,21,1,0,-2.3193359374999996,1.0986328124999998,-2.3302040816326532,1.8897142857142857,3.417968749999999,4.2199183673469385,2.3193359374999996,2.3302040816326532,13.0,13.0
