channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error
31,0,33,6,7,6,27,16,17,27,0,6,7,9,27,16,17,27,3,9,1,0
86,0,30,6,7,6,27,16,17,21,0,6,7,9,30,16,17,21,0,18,1,0
61,0,26,6,7,0,21,16,17,18,0,6,7,6,21,16,17,18,0,15,1,0
61,0,35,6,7,9,30,16,17,27,0,6,7,12,30,16,17,27,6,21,1,0
79,0,31,6,7,9,33,16,17,24,0,6,7,9,33,16,17,24,0,9,0,0
13,0,33,6,7,9,30,16,17,24,0,6,7,12,30,16,17,24,3,15,1,0
92,0,36,6,7,12,36,16,17,24,0,6,7,15,36,16,17,24,6,18,1,0
42,0,36,6,7,12,33,16,17,30,12,6,7,15,33,16,17,30,15,18,1,0
24,0,28,7,8,18,27,15,16,21,15,7,8,18,27,15,16,21,15,21,0,0
16,0,34,6,7,0,24,16,17,18,0,6,7,0,24,16,17,21,0,15,1,0
28,0,31,6,7,6,27,15,16,27,18,6,7,6,27,16,17,21,3,21,1,0
93,0,27,6,7,0,21,16,17,15,0,6,7,0,21,16,17,18,0,15,1,0
18,0,28,6,7,0,15,16,17,15,0,6,7,0,15,16,17,18,0,12,1,0
74,0,26,7,8,24,27,15,16,27,21,7,8,24,27,15,16,27,21,24,0,0
7,0,25,7,8,21,30,13,14,27,18,7,8,21,30,13,14,30,18,21,1,0
65,0,33,6,7,9,24,16,17,18,0,6,7,12,27,16,17,18,0,18,1,0
50,0,29,6,7,0,21,15,16,18,15,6,7,0,21,16,17,18,3,18,1,0
17,0,26,8,9,18,21,13,14,36,15,8,9,18,21,14,15,18,15,18,1,0
73,0,33,6,7,12,30,16,17,27,0,6,7,15,30,16,17,27,0,18,1,0
47,0,34,6,7,0,36,16,17,24,6,6,7,3,36,16,17,24,6,18,1,0
56,0,27,6,7,0,21,15,16,30,0,6,7,0,21,15,16,30,0,18,0,0
46,0,27,6,7,0,24,16,17,21,0,6,7,0,24,16,17,18,3,18,1,0
116,0,32,6,7,0,27,16,17,18,0,6,7,3,30,16,17,18,0,18,1,0
18,0,33,8,9,24,27,13,14,36,15,8,9,24,27,13,14,36,12,24,1,0
14,0,33,6,7,9,30,15,16,27,15,6,7,9,30,15,16,27,18,21,1,0
14,0,31,6,7,6,30,16,17,15,0,5,6,6,9,16,17,15,3,6,1,0
88,0,36,6,7,15,39,16,17,24,6,6,7,18,39,16,17,27,9,21,1,0
94,0,28,6,7,3,18,16,17,15,0,6,7,3,21,16,17,18,3,12,1,0
74,0,33,6,7,12,30,16,17,27,0,6,7,15,30,16,17,27,0,18,1,0
110,0,33,6,7,6,27,16,17,15,0,6,7,6,27,16,17,15,3,15,1,0
33,0,27,6,7,0,24,16,17,18,0,6,7,0,24,16,17,18,0,15,0,0
22,0,31,6,7,0,24,16,17,18,0,6,7,0,24,16,17,18,0,18,0,0
75,0,32,6,7,0,33,16,17,21,0,6,7,0,33,16,17,21,6,15,1,0
106,0,28,6,7,0,21,15,16,24,0,6,7,6,24,15,16,24,0,18,1,0
58,0,32,6,7,0,21,14,15,18,15,6,7,3,24,15,16,18,15,18,1,0
74,0,25,6,7,0,27,16,17,21,3,6,7,0,27,16,17,21,9,21,1,0
123,0,35,6,7,12,30,15,16,33,9,6,7,12,30,16,17,12,0,12,1,0
24,0,36,6,7,12,33,16,17,30,9,6,7,15,33,16,17,30,12,18,1,0
10,0,26,7,8,21,30,15,16,24,6,7,8,21,30,15,16,24,6,21,0,0
54,0,26,7,8,18,30,16,17,18,0,7,8,18,33,16,17,18,0,18,1,0
117,0,31,6,7,0,24,15,16,33,0,6,7,3,24,15,16,33,6,15,1,0
51,0,32,6,7,0,30,15,16,27,15,6,7,0,30,15,16,27,15,18,0,0
108,0,25,6,7,0,18,15,16,24,6,6,7,3,18,15,16,24,9,15,1,0
45,0,29,6,7,3,27,16,17,18,0,6,7,9,27,16,17,21,3,18,1,0
82,0,29,6,7,3,27,16,17,18,0,6,7,9,30,16,17,18,6,15,1,0
7,0,31,6,7,3,27,16,17,18,0,6,7,9,27,16,17,18,3,18,1,0
35,0,27,6,7,0,15,16,17,15,0,6,7,0,15,16,17,15,0,12,0,0
77,0,35,6,7,15,36,16,17,27,6,6,7,15,36,16,17,27,9,21,1,0
24,0,30,6,7,0,21,15,16,30,15,6,7,3,21,15,16,30,15,18,1,0
61,0,32,6,7,0,27,16,17,21,6,6,7,0,30,16,17,24,6,15,1,0
63,0,32,6,7,0,33,15,16,27,9,6,7,6,33,15,16,27,12,21,1,0
32,0,35,6,7,12,30,16,17,27,0,6,7,12,30,16,17,27,6,18,1,0
54,0,36,6,7,12,33,16,17,27,9,6,7,12,33,16,17,27,9,18,0,0
126,0,35,6,7,12,33,15,16,30,15,6,7,15,33,15,16,30,15,21,1,0
35,0,32,6,7,3,27,16,17,18,0,6,7,6,27,16,17,18,3,12,1,0
41,0,27,6,7,0,27,16,17,18,0,6,7,0,27,16,17,18,0,12,0,0
120,0,28,6,7,3,21,15,16,24,12,6,7,9,24,15,16,24,12,15,1,0
84,0,27,6,7,0,24,15,16,24,12,6,7,0,24,15,16,24,15,21,1,0
24,0,25,6,7,0,24,15,16,24,18,6,7,3,24,16,17,21,6,21,1,0
52,0,32,6,7,0,30,16,17,15,0,6,7,9,30,16,17,18,6,15,1,1
106,0,25,7,8,15,30,16,17,15,0,7,8,15,30,16,17,15,0,15,0,0
83,0,34,6,7,0,33,15,16,27,15,6,7,0,33,15,16,27,15,21,0,0
27,0,36,6,7,15,39,16,17,24,6,6,7,15,39,16,17,27,9,21,1,0
124,0,34,6,7,0,33,13,14,36,6,6,7,3,33,13,14,36,0,24,1,0
20,0,36,6,7,12,33,15,16,33,12,6,7,15,33,15,16,33,15,21,1,0
120,0,33,6,7,6,24,15,16,30,9,6,7,6,24,15,16,30,12,18,1,0
87,0,36,6,7,15,39,16,17,27,6,6,7,18,39,16,17,27,9,21,1,0
7,0,36,6,7,12,36,16,17,24,0,6,7,12,36,16,17,24,3,18,1,0
86,0,33,6,7,6,27,16,17,18,0,6,7,9,27,16,17,18,6,18,1,0
2,0,26,6,7,0,24,15,16,21,6,6,7,0,24,15,16,21,9,15,1,0
124,0,31,6,7,9,30,15,16,30,6,6,7,12,30,15,16,30,6,18,1,0
90,0,28,7,8,21,30,15,16,24,12,7,8,21,30,15,16,24,15,21,1,0
10,0,27,6,7,0,24,15,16,27,6,6,7,0,24,15,16,27,12,18,1,0
47,0,25,6,7,0,24,15,16,24,12,6,7,0,24,15,16,24,15,18,1,0
24,0,31,6,7,3,21,16,17,18,0,6,7,3,21,16,17,18,0,15,0,0
121,0,34,6,7,0,27,15,16,21,9,6,7,6,27,15,16,21,12,18,1,0
6,0,34,6,7,0,33,15,16,27,0,6,7,6,33,15,16,27,0,9,1,0
31,0,29,6,7,0,24,16,17,18,0,6,7,6,24,16,17,21,0,15,1,0
32,0,31,6,7,6,30,16,17,21,0,6,7,6,30,16,17,21,0,18,0,0
91,0,25,6,7,0,21,15,16,24,6,6,7,0,24,15,16,24,9,12,1,0
53,0,35,6,7,12,33,16,17,24,0,6,7,12,33,16,17,24,3,15,1,0
80,0,32,6,7,0,27,16,17,21,3,6,7,0,27,16,17,21,9,18,1,0
122,0,27,6,7,0,24,15,16,24,9,6,7,0,27,15,16,27,9,21,1,0
4,0,36,6,7,15,39,16,17,15,0,6,7,15,39,16,17,15,0,15,0,0
11,0,36,6,7,12,36,16,17,21,0,6,7,12,36,16,17,21,6,15,1,0
86,0,26,6,7,0,21,16,17,15,0,6,7,6,21,16,17,15,0,12,1,0
113,0,35,6,7,0,21,15,16,27,12,6,7,6,24,16,17,15,0,15,1,0
108,0,29,7,8,18,33,13,14,24,15,7,8,18,33,14,15,18,15,18,1,0
10,0,30,6,7,0,24,15,16,15,0,6,7,0,24,15,16,15,0,15,0,0
103,0,31,6,7,0,21,16,17,9,0,6,7,6,21,16,17,12,0,9,1,0
93,0,34,6,7,0,30,16,17,24,0,6,7,0,30,16,17,24,0,18,0,0
53,0,32,6,7,0,30,15,16,27,15,6,7,3,30,15,16,30,15,21,1,0
21,0,33,6,7,6,24,13,14,33,15,6,7,9,27,13,14,33,15,21,1,0
1,0,26,7,8,18,30,15,16,27,12,7,8,18,30,15,16,27,12,24,0,0
24,0,30,6,7,0,21,15,16,30,15,6,7,3,21,15,16,30,15,18,1,0
123,0,36,6,7,12,36,15,16,33,0,6,7,12,36,15,16,33,0,18,0,0
119,0,31,7,8,15,33,14,15,15,12,7,8,15,33,14,15,18,12,15,1,0
82,0,32,6,7,3,33,16,17,24,3,6,7,3,33,16,17,24,9,18,1,0
51,0,26,6,7,6,24,15,16,27,15,6,7,9,24,15,16,27,15,18,1,0
57,0,34,6,7,0,30,16,17,18,0,6,7,6,30,16,17,18,0,18,1,0
125,0,34,6,7,0,33,15,16,24,6,6,7,6,33,15,16,24,12,15,1,0
13,0,28,6,7,6,27,14,15,18,15,6,7,9,27,15,16,18,15,18,1,0
21,0,26,9,10,18,33,15,16,27,18,9,10,18,33,15,16,27,18,21,0,0
29,0,32,6,7,0,30,16,17,18,0,6,7,0,30,16,17,21,6,15,1,0
11,0,33,6,7,0,21,15,16,21,0,6,7,3,21,15,16,21,0,9,1,0
12,0,33,6,7,12,27,16,17,21,0,6,7,9,27,16,17,18,0,18,1,0
5,0,32,6,7,0,27,16,17,15,0,6,7,0,27,16,17,18,3,15,1,0
114,0,25,6,7,0,21,16,17,12,0,6,7,0,21,16,17,12,0,12,0,0
13,0,36,6,7,18,39,16,17,27,12,6,7,18,39,16,17,27,12,21,0,0
2,0,28,6,7,0,18,16,17,15,0,6,7,3,18,16,17,15,0,15,1,0
120,0,30,6,7,0,21,13,14,33,15,6,7,0,21,13,14,33,15,18,0,0
94,0,34,6,7,0,30,16,17,12,0,6,7,0,30,16,17,15,0,12,1,0
75,0,33,5,6,0,15,16,17,27,0,5,6,0,15,16,17,27,0,12,0,0
107,0,36,6,7,3,27,16,17,18,0,6,7,6,27,16,17,18,6,18,1,0
38,0,34,6,7,3,33,16,17,24,6,6,7,6,33,16,17,24,6,24,1,0
106,0,28,6,7,0,21,15,16,24,0,6,7,6,24,15,16,24,0,18,1,0
75,0,32,6,7,0,33,16,17,21,0,6,7,0,33,16,17,21,6,15,1,0
15,0,26,6,7,0,18,15,16,21,9,6,7,6,18,15,16,21,12,15,1,0
7,0,28,6,7,0,18,16,17,18,0,6,7,6,18,16,17,18,0,15,1,0
31,0,36,6,7,15,39,16,17,30,12,5,6,6,18,17,18,15,0,15,1,0
89,0,36,6,7,15,39,16,17,27,6,6,7,18,39,16,17,27,9,18,1,0
104,0,34,6,7,0,27,15,16,24,15,6,7,0,30,15,16,24,18,24,1,0
107,0,27,7,8,12,39,15,16,27,9,7,8,12,39,15,16,27,12,21,1,0
98,0,33,6,7,6,24,16,17,18,0,6,7,9,24,16,17,18,0,18,1,0
8,0,35,6,7,15,30,15,16,27,15,6,7,15,33,15,16,27,15,21,1,0
20,0,28,6,7,0,21,16,17,15,0,6,7,0,24,16,17,15,0,15,1,0
118,0,35,6,7,6,27,15,16,30,18,6,7,9,27,15,16,30,18,21,1,0
89,0,35,6,7,12,33,16,17,27,0,6,7,12,33,16,17,27,6,18,1,0
78,0,33,6,7,12,33,16,17,27,0,6,7,15,33,16,17,27,3,21,1,0
19,0,33,7,8,18,33,16,17,21,0,6,7,6,21,16,17,21,0,18,1,0
90,0,27,6,7,0,21,15,16,27,12,6,7,0,21,15,16,27,12,15,0,0
18,0,35,7,8,24,36,16,17,24,0,7,8,24,36,16,17,24,3,24,1,0
69,0,32,6,7,0,30,16,17,15,0,6,7,0,30,16,17,18,6,12,1,0
77,0,34,6,7,9,36,16,17,21,6,6,7,9,36,16,17,21,6,15,0,0
97,0,35,6,7,9,30,16,17,24,6,6,7,9,30,16,17,24,9,15,1,0
96,0,29,6,7,0,21,16,17,12,0,6,7,0,24,16,17,12,3,12,1,0
64,0,27,6,7,0,24,15,16,27,0,6,7,0,24,15,16,27,3,18,1,0
22,0,34,6,7,0,30,15,16,27,15,6,7,0,30,15,16,27,15,18,0,0
112,0,33,6,7,6,21,15,16,30,0,6,7,6,21,15,16,30,0,15,0,0
49,0,34,6,7,0,33,16,17,21,0,6,7,0,33,16,17,21,6,21,1,0
121,0,35,6,7,6,27,15,16,24,12,6,7,9,27,15,16,24,15,18,1,0
11,0,29,6,7,0,21,15,16,27,0,6,7,3,21,15,16,27,0,15,1,0
5,0,25,6,7,0,24,15,16,24,9,6,7,0,24,15,16,24,12,15,1,0
58,0,29,7,8,21,24,15,16,24,6,7,8,21,24,15,16,24,6,21,0,0
116,0,30,6,7,0,24,16,17,21,0,6,7,0,24,16,17,21,3,15,1,0
18,0,32,6,7,0,18,16,17,18,0,6,7,0,18,16,17,21,3,15,1,0
110,0,26,6,7,0,18,15,16,24,0,6,7,0,18,15,16,24,6,15,1,0
66,0,33,6,7,9,30,16,17,18,0,6,7,12,30,16,17,18,0,12,1,0
24,0,29,7,8,18,27,15,16,24,15,7,8,18,27,16,17,18,3,18,1,0
84,0,26,7,8,21,30,15,16,24,15,7,8,21,30,15,16,24,18,24,1,0
96,0,28,6,7,0,21,16,17,9,0,6,7,0,21,16,17,12,0,9,1,0
14,0,36,6,7,15,39,16,17,18,0,6,7,15,39,16,17,18,6,18,1,0
124,0,34,6,7,0,33,13,14,36,6,6,7,3,33,13,14,36,0,24,1,0
89,0,34,6,7,0,33,16,17,24,3,6,7,0,33,16,17,24,3,15,0,0
103,0,26,7,8,15,36,15,16,30,12,7,8,15,36,15,16,30,12,15,0,0
55,0,36,6,7,12,30,16,17,27,6,6,7,12,30,16,17,30,9,24,1,0
64,0,29,6,7,0,24,15,16,27,6,6,7,6,24,15,16,27,6,15,1,0
119,0,30,6,7,0,9,16,17,9,0,6,7,3,9,16,17,12,0,6,1,0
25,0,25,6,7,0,27,15,16,27,15,6,7,3,27,15,16,27,15,18,1,0
107,0,31,7,8,21,36,15,16,21,18,7,8,21,36,15,16,21,18,21,0,0
94,0,29,6,7,0,18,16,17,18,0,6,7,3,18,16,17,18,3,12,1,0
19,0,25,7,8,15,18,14,15,15,9,7,8,15,21,16,17,15,3,15,1,1
89,0,25,6,7,0,24,15,16,24,12,6,7,6,24,15,16,24,12,15,1,0
64,0,34,6,7,0,33,15,16,33,18,6,7,0,33,15,16,33,15,21,1,0
16,0,27,6,7,0,21,15,16,24,12,6,7,6,24,15,16,24,12,15,1,0
102,0,35,6,7,6,24,16,17,21,0,6,7,6,27,16,17,21,0,9,1,0
6,0,34,6,7,0,33,15,16,27,0,6,7,6,33,15,16,27,0,9,1,0
50,0,33,6,7,9,27,16,17,21,0,6,7,12,27,16,17,21,0,21,1,0
37,0,26,7,8,12,30,16,17,18,0,7,8,12,30,16,17,18,3,18,1,0
109,0,27,7,8,15,30,15,16,24,15,7,8,15,30,15,16,24,15,21,0,0
115,0,26,7,8,18,33,15,16,24,0,7,8,18,33,15,16,24,6,21,1,0
56,0,34,6,7,0,30,15,16,30,9,6,7,3,30,15,16,30,9,18,1,0
75,0,34,6,7,3,36,16,17,27,9,6,7,0,36,16,17,27,9,15,1,0
69,0,28,6,7,0,24,16,17,24,0,6,7,3,24,16,17,24,0,12,1,0
69,0,25,6,7,0,27,15,16,24,6,6,7,3,27,15,16,24,9,18,1,0
92,0,29,6,7,0,21,16,17,15,0,6,7,0,24,16,17,18,0,12,1,0
91,0,32,6,7,0,27,15,16,30,9,6,7,0,27,15,16,30,12,15,1,0
97,0,30,9,10,21,36,15,16,30,9,9,10,21,36,15,16,30,12,21,1,0
25,0,30,6,7,0,18,16,17,18,0,6,7,3,21,16,17,18,0,15,1,0
106,0,28,6,7,0,21,15,16,24,0,6,7,6,24,15,16,24,0,18,1,0
34,0,26,7,8,12,24,15,16,27,18,7,8,12,24,15,16,27,18,21,0,0
109,0,30,7,8,9,36,16,17,12,0,7,8,12,36,16,17,12,0,12,1,0
16,0,34,6,7,0,24,16,17,18,0,6,7,0,24,16,17,21,0,15,1,0
8,0,31,6,7,6,27,15,16,27,9,6,7,12,27,15,16,27,12,18,1,0
105,0,33,7,8,15,30,16,17,24,0,7,8,15,30,16,17,24,0,15,0,0
73,0,35,6,7,15,36,16,17,30,0,6,7,15,36,16,17,30,6,18,1,0
104,0,29,6,7,0,24,16,17,12,0,6,7,0,24,16,17,12,0,12,0,0
62,0,25,7,8,18,27,13,14,33,18,7,8,18,27,13,14,33,18,21,0,0
65,0,29,6,7,0,21,15,16,30,6,6,7,0,24,15,16,30,9,18,1,0
42,0,27,7,8,21,33,15,16,27,12,7,8,21,33,15,16,27,12,24,0,0
86,0,27,6,7,0,21,16,17,18,0,6,7,3,21,16,17,18,3,15,1,0
88,0,35,5,6,3,12,16,17,24,0,5,6,0,12,16,17,24,6,9,1,0
25,0,36,6,7,15,39,16,17,30,12,6,7,18,39,16,17,30,12,18,1,0
42,0,33,6,7,6,24,16,17,24,0,6,7,9,24,16,17,24,0,15,1,0
105,0,27,6,7,0,15,15,16,27,9,6,7,0,15,16,17,12,0,12,1,0
30,0,30,6,7,0,27,16,17,21,0,6,7,3,27,16,17,21,0,18,1,0
115,0,35,6,7,12,30,15,16,27,6,6,7,12,30,15,16,27,6,12,0,0
2,0,32,6,7,0,21,16,17,15,0,6,7,3,21,16,17,15,0,9,1,0
58,0,27,6,7,0,24,16,17,18,0,6,7,0,24,16,17,18,0,18,0,0
118,0,29,6,7,3,21,15,16,18,12,6,7,3,21,15,16,18,12,15,0,0
67,0,34,6,7,6,33,16,17,21,6,6,7,6,33,16,17,21,6,18,0,0
53,0,30,6,7,0,24,16,17,18,0,6,7,6,24,16,17,15,0,15,1,0
117,0,30,6,7,0,24,15,16,24,12,6,7,0,24,15,16,27,15,18,1,0
79,0,29,6,7,9,30,15,16,27,15,6,7,12,30,15,16,27,15,18,1,0
71,0,30,6,7,0,27,16,17,15,0,6,7,6,27,16,17,15,0,15,1,0
3,0,28,6,7,0,21,15,16,21,0,6,7,3,21,15,16,21,6,12,1,0
10,0,32,6,7,0,30,15,16,30,9,6,7,3,30,15,16,30,9,15,1,0
114,0,32,6,7,0,24,16,17,15,0,6,7,0,24,16,17,15,0,12,0,0
101,0,34,6,7,0,27,15,16,24,15,6,7,0,27,15,16,27,15,18,1,0
89,0,25,6,7,0,24,15,16,24,12,6,7,6,24,15,16,24,12,15,1,0
109,0,32,6,7,3,27,16,17,18,0,6,7,9,27,16,17,18,0,18,1,0
79,0,26,6,7,6,24,16,17,21,0,6,7,9,27,16,17,21,0,21,1,0
89,0,33,6,7,6,27,16,17,24,0,6,7,9,27,16,17,24,0,9,1,0
102,0,33,6,7,0,21,16,17,15,0,6,7,6,21,16,17,15,0,12,1,0
96,0,30,6,7,0,21,15,16,21,12,6,7,6,21,15,16,24,12,15,1,0
35,0,35,6,7,6,27,16,17,24,0,6,7,6,27,16,17,24,6,18,1,0
123,0,29,6,7,0,21,15,16,21,15,6,7,0,21,15,16,21,15,18,0,0
111,0,35,8,9,24,27,15,16,24,18,8,9,24,27,15,16,24,18,24,0,0
11,0,31,6,7,0,21,16,17,15,0,6,7,6,24,16,17,15,0,12,1,0
42,0,26,7,8,18,21,16,17,18,0,7,8,18,21,16,17,18,0,18,0,0
112,0,32,7,8,12,27,15,16,30,6,6,7,6,15,15,16,30,9,12,1,0
79,0,36,5,6,6,21,16,17,30,12,5,6,9,21,16,17,30,12,18,1,0
84,0,27,6,7,0,24,15,16,24,12,6,7,0,24,15,16,24,15,21,1,0
72,0,28,6,7,6,21,16,17,21,0,6,7,6,24,16,17,21,3,12,1,0
45,0,27,6,7,0,27,16,17,15,0,6,7,0,27,16,17,15,0,15,0,0
42,0,25,6,7,0,21,16,17,15,0,6,7,0,21,16,17,18,3,15,1,0
12,0,28,6,7,3,24,15,16,24,6,6,7,6,24,15,16,24,12,18,1,0
12,0,27,6,7,0,24,15,16,24,9,6,7,0,24,15,16,24,12,18,1,0
84,0,32,6,7,0,27,16,17,21,0,6,7,3,27,16,17,21,6,18,1,0
11,0,26,7,8,15,24,15,16,27,15,7,8,18,24,15,16,27,15,21,1,0
117,0,30,6,7,0,24,15,16,24,12,6,7,0,24,15,16,27,15,18,1,0
26,0,29,6,7,0,18,16,17,18,0,6,7,6,18,16,17,21,6,15,1,0
85,0,27,6,7,0,27,15,16,24,15,6,7,0,27,15,16,24,15,21,0,0
47,0,34,6,7,0,36,16,17,24,6,6,7,3,36,16,17,24,6,18,1,0
98,0,30,6,7,0,24,15,16,18,12,6,7,0,24,16,17,15,0,15,1,0
52,0,36,6,7,15,36,16,17,27,0,6,7,15,36,16,17,27,6,24,1,0
39,0,25,6,7,0,24,16,17,18,0,6,7,0,24,16,17,21,6,18,1,0
96,0,26,7,8,18,30,13,14,21,18,7,8,18,30,13,14,21,18,21,0,0
24,0,27,6,7,0,24,16,17,15,0,6,7,3,24,16,17,15,0,15,1,0
40,0,33,6,7,9,27,16,17,27,0,6,7,12,27,16,17,27,0,18,1,0
45,0,28,6,7,3,24,16,17,21,0,6,7,6,24,16,17,21,3,15,1,0
63,0,35,6,7,12,33,16,17,24,6,6,7,12,33,16,17,24,9,15,1,0
114,0,34,6,7,0,30,16,17,18,0,6,7,0,30,16,17,21,6,12,1,0
73,0,36,5,6,6,18,16,17,30,12,5,6,9,21,16,17,33,12,15,1,0
67,0,36,6,7,15,39,16,17,27,9,6,7,18,39,16,17,27,12,21,1,0
20,0,26,7,8,9,27,15,16,21,0,7,8,12,27,15,16,21,0,15,1,0
64,0,35,6,7,12,30,16,17,21,0,6,7,12,30,16,17,21,6,21,1,0
18,0,36,6,7,3,30,15,16,33,21,6,7,6,30,16,17,24,9,24,1,0
76,0,35,6,7,15,33,16,17,30,6,6,7,15,33,16,17,30,9,21,1,0
40,0,36,6,7,15,39,16,17,33,12,6,7,18,39,16,17,33,12,21,1,0
13,0,30,6,7,3,30,15,16,33,18,6,7,6,30,15,16,33,18,21,1,0
15,0,32,6,7,0,27,15,16,21,9,6,7,0,27,15,16,21,12,15,1,0
126,0,32,6,7,0,27,15,16,18,3,6,7,0,30,15,16,21,6,12,1,0
30,0,32,6,7,0,30,16,17,21,0,6,7,0,30,16,17,21,6,15,1,0
114,0,33,6,7,3,21,16,17,21,0,6,7,3,21,16,17,21,3,15,1,0
60,0,34,6,7,0,30,15,16,18,6,6,7,0,30,15,16,21,9,18,1,0
101,0,29,6,7,0,27,15,16,24,0,6,7,3,27,15,16,24,3,18,1,0
66,0,35,6,7,9,30,16,17,24,6,6,7,9,30,16,17,24,9,15,1,0
92,0,26,6,7,6,24,15,16,30,0,6,7,9,24,15,16,30,0,21,1,0
53,0,31,6,7,0,24,16,17,21,0,6,7,0,24,16,17,21,0,15,0,0
115,0,30,6,7,0,24,15,16,18,9,6,7,0,24,15,16,18,12,18,1,0
38,0,25,7,8,18,36,16,17,18,0,7,8,18,36,16,17,18,6,18,1,0
63,0,25,6,7,0,24,13,14,30,18,6,7,0,24,14,15,21,18,21,1,0
54,0,27,6,7,0,24,15,16,27,12,6,7,0,24,15,16,27,12,21,0,0
21,0,27,6,7,0,18,15,16,24,12,6,7,0,21,15,16,27,12,15,1,0
6,0,26,6,7,0,21,15,16,18,0,6,7,0,21,15,16,18,0,15,0,0
104,0,35,6,7,9,30,16,17,15,0,6,7,12,30,16,17,15,3,15,1,0
39,0,36,6,7,18,39,16,17,30,9,6,7,18,39,16,17,30,12,18,1,0
18,0,26,8,9,18,21,13,14,30,12,7,8,12,21,13,14,30,15,18,1,0
19,0,36,6,7,6,30,16,17,21,6,6,7,12,30,16,17,24,9,15,1,0
7,0,36,6,7,12,36,16,17,24,0,6,7,12,36,16,17,24,3,18,1,0
