channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error
115,0,19,7,8,0,21,15,16,12,0,5,6,0,9,15,16,15,3,6,1,1
39,0,17,10,11,21,54,12,13,36,6,10,11,21,54,12,13,36,9,24,1,0
41,0,17,10,11,18,54,12,13,27,15,10,11,18,54,12,13,27,18,24,1,0
100,0,18,6,7,0,9,15,16,9,0,6,7,6,9,15,16,9,0,6,1,0
29,0,15,9,10,24,30,12,13,57,18,9,10,24,30,12,13,57,18,27,0,0
22,0,20,6,7,0,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
34,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
92,0,16,10,11,24,63,12,13,45,9,10,11,24,63,12,13,45,12,33,1,0
124,0,20,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
64,0,17,8,9,12,24,14,15,18,12,8,9,12,24,14,15,18,12,18,0,0
122,0,16,10,11,27,66,12,13,54,21,10,11,27,66,12,13,54,21,36,0,0
112,0,19,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
35,0,20,6,7,3,12,15,16,12,0,5,6,0,9,15,16,12,0,6,1,0
105,0,16,10,11,33,63,12,13,45,21,10,11,33,63,12,13,45,21,33,0,0
20,0,16,10,11,12,57,12,13,51,12,10,11,12,57,12,13,51,12,27,0,0
113,0,15,9,10,12,30,12,13,48,0,9,10,12,30,12,13,48,0,24,0,0
15,0,18,7,8,0,15,15,16,9,0,7,8,3,18,15,16,9,3,9,1,0
106,0,15,10,11,33,63,12,13,48,18,10,11,33,63,12,13,48,21,33,1,0
111,0,15,10,11,36,66,12,13,48,3,10,11,36,66,12,13,48,6,36,1,0
28,0,17,8,9,15,27,12,13,33,12,8,9,18,27,12,13,33,12,24,1,0
14,0,19,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
36,0,19,7,8,0,18,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
108,0,19,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,1
105,0,14,10,11,24,66,12,13,57,21,10,11,24,66,12,13,57,21,36,0,0
3,0,16,10,11,21,60,12,13,45,6,10,11,24,60,12,13,45,6,30,1,0
91,0,15,10,11,30,60,12,13,42,18,10,11,30,60,12,13,42,21,30,1,0
112,0,19,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
65,0,18,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
85,0,17,10,11,24,57,12,13,36,6,10,11,24,57,12,13,39,9,27,1,0
93,0,20,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
83,0,14,10,11,24,57,12,13,54,15,10,11,24,57,12,13,54,18,27,1,0
33,0,15,10,11,27,72,0,0,0,0,10,11,27,72,11,12,72,33,42,0,1
55,0,14,10,11,24,66,12,13,57,0,10,11,24,66,12,13,57,6,36,1,0
35,0,15,10,11,33,69,12,13,51,9,10,11,33,69,12,13,51,12,39,1,0
63,0,17,7,8,0,18,14,15,21,12,7,8,6,18,14,15,18,12,15,1,0
103,0,17,9,10,18,24,12,13,36,15,9,10,18,24,12,13,36,15,18,0,0
120,0,16,8,9,18,27,14,15,24,15,8,9,18,27,14,15,24,15,21,0,0
67,0,15,9,10,24,33,12,13,51,18,9,10,24,33,12,13,51,18,30,0,0
123,0,17,8,9,18,27,12,13,33,21,8,9,18,27,13,14,24,21,24,1,0
92,0,17,9,10,18,24,12,13,30,9,9,10,18,24,12,13,30,12,18,1,0
65,0,15,10,11,15,60,12,13,54,21,10,11,15,60,12,13,54,21,30,0,0
22,0,15,9,10,21,33,12,13,36,6,9,10,21,33,12,13,36,9,30,1,0
12,0,19,7,8,0,15,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
11,0,18,8,9,12,18,14,15,21,12,8,9,12,18,14,15,21,12,15,0,0
53,0,19,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
91,0,19,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
4,0,19,7,8,0,15,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
40,0,17,10,11,12,57,12,13,30,6,10,11,12,57,12,13,30,9,27,1,0
102,0,16,9,10,15,27,12,13,48,9,9,10,15,27,12,13,48,12,24,1,0
18,0,16,10,11,21,57,12,13,51,12,10,11,21,57,12,13,51,15,27,1,0
66,0,14,10,11,27,66,12,13,42,12,10,11,27,66,12,13,42,12,36,0,0
35,0,20,6,7,3,12,15,16,12,0,5,6,0,9,15,16,12,0,6,1,0
30,0,16,10,11,18,57,13,14,27,24,10,11,18,57,13,14,27,24,27,0,0
50,0,16,10,11,21,57,12,13,42,9,10,11,21,57,12,13,42,9,27,0,0
71,0,16,10,11,21,54,12,13,45,18,10,11,21,54,12,13,45,18,24,0,0
18,0,16,10,11,21,57,12,13,51,12,10,11,21,57,12,13,51,15,27,1,0
13,0,18,7,8,0,15,15,16,12,0,7,8,3,15,15,16,12,3,12,1,0
35,0,17,9,10,27,30,12,13,27,15,9,10,27,30,12,13,27,15,27,0,0
9,0,17,9,10,24,30,12,13,39,24,9,10,24,30,12,13,39,24,27,0,0
3,0,17,10,11,15,57,12,13,39,12,10,11,15,57,12,13,39,12,27,0,0
110,0,14,10,11,33,66,12,13,48,9,10,11,33,66,12,13,48,9,36,0,0
50,0,17,9,10,18,24,12,13,36,9,9,10,18,24,12,13,36,9,21,0,0
50,0,16,10,11,21,57,12,13,42,9,10,11,21,57,12,13,42,9,27,0,0
105,0,16,10,11,33,63,12,13,45,21,10,11,33,63,12,13,45,21,33,0,0
43,0,18,7,8,0,18,14,15,6,0,6,7,0,9,20,21,3,0,3,1,1
109,0,19,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
69,0,18,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
127,0,15,10,11,27,69,12,13,45,12,10,11,27,69,12,13,45,12,39,0,0
50,0,19,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
55,0,20,6,7,0,9,15,16,3,0,5,6,0,6,21,22,3,0,3,1,1
110,0,16,10,11,27,66,12,13,36,12,10,11,27,66,12,13,36,15,36,1,0
41,0,16,10,11,12,66,12,13,54,15,10,11,12,66,12,13,54,15,36,0,0
9,0,16,10,11,30,63,0,0,0,0,10,11,30,63,11,12,63,30,33,0,1
94,0,16,9,10,24,27,12,13,51,21,9,10,24,27,12,13,51,21,24,0,0
32,0,14,10,11,27,63,12,13,51,21,10,11,27,63,12,13,54,21,33,1,0
62,0,16,9,10,27,33,12,13,54,24,9,10,27,33,12,13,54,24,27,0,0
51,0,18,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
7,0,19,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
125,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
59,0,19,7,8,0,21,15,16,12,0,5,6,0,9,18,19,3,0,3,0,1
52,0,17,10,11,21,51,12,13,42,0,10,11,21,51,12,13,42,3,21,1,0
103,0,19,0,0,0,0,0,0,0,0,7,8,0,9,0,0,0,0,0,0,1
85,0,14,10,11,30,69,12,13,54,9,10,11,30,69,12,13,54,9,39,0,0
116,0,15,10,11,33,66,12,13,51,18,10,11,33,66,12,13,51,18,36,0,0
64,0,14,10,11,18,66,12,13,57,21,10,11,21,66,12,13,57,21,36,1,0
94,0,17,8,9,12,24,13,14,21,18,8,9,15,24,13,14,21,18,21,1,0
26,0,16,10,11,21,63,12,13,45,18,10,11,21,63,12,13,45,18,33,0,0
31,0,16,8,9,21,27,14,15,24,15,8,9,21,27,14,15,24,15,21,0,0
58,0,14,9,10,27,36,12,13,48,18,9,10,27,36,12,13,48,18,30,0,0
81,0,18,7,8,0,18,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
108,0,19,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,1
4,0,17,10,11,27,57,12,13,42,15,10,11,27,57,12,13,42,18,27,1,0
101,0,15,8,9,12,27,12,13,54,15,8,9,15,27,12,13,54,15,24,1,0
76,0,18,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
102,0,16,9,10,15,27,12,13,48,9,9,10,15,27,12,13,48,12,24,1,0
11,0,15,10,11,18,66,12,13,51,21,10,11,21,66,12,13,51,21,36,1,0
57,0,18,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
4,0,14,10,11,27,57,12,13,48,15,10,11,27,57,12,13,48,15,27,0,0
24,0,19,7,8,0,21,15,16,15,0,7,8,3,21,15,16,15,3,6,1,0
111,0,16,10,11,27,66,12,13,48,6,10,11,27,66,12,13,48,6,36,0,0
58,0,14,9,10,27,36,12,13,48,18,9,10,27,36,12,13,48,18,30,0,0
117,0,17,9,10,24,27,12,13,36,12,9,10,24,27,12,13,36,15,24,1,0
68,0,17,10,11,21,60,12,13,39,18,10,11,21,60,12,13,39,18,30,0,0
101,0,16,10,11,27,60,12,13,45,15,10,11,27,60,12,13,45,15,30,0,0
119,0,18,7,8,3,21,15,16,18,0,7,8,6,21,15,16,18,3,18,1,0
80,0,20,6,7,6,12,16,17,6,0,5,6,0,9,16,17,9,0,6,1,0
114,0,16,10,11,30,60,12,13,39,18,10,11,30,60,12,13,39,18,30,0,0
47,0,14,10,11,21,69,12,13,54,9,10,11,21,69,12,13,54,9,39,0,0
101,0,19,7,8,0,18,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
71,0,15,10,11,15,63,12,13,42,18,10,11,15,63,12,13,42,18,33,0,0
9,0,18,7,8,6,21,14,15,24,15,7,8,6,21,15,16,18,6,18,1,0
72,0,14,10,11,6,54,12,13,51,15,10,11,9,54,12,13,51,15,24,1,0
90,0,15,9,10,24,36,12,13,51,21,9,10,24,36,12,13,51,24,33,1,0
101,0,20,5,6,0,6,15,16,15,0,5,6,0,6,21,22,3,0,3,0,1
126,0,20,6,7,0,6,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
64,0,20,6,7,6,15,15,16,18,3,5,6,0,9,16,17,9,0,6,1,0
62,0,20,5,6,0,9,16,17,6,0,5,6,3,9,16,17,9,0,6,1,0
98,0,19,7,8,0,18,15,16,12,0,5,6,3,6,17,18,3,0,3,0,1
73,0,17,8,9,12,21,12,13,42,9,7,8,0,15,14,15,12,6,12,1,1
96,0,17,9,10,24,27,12,13,39,18,9,10,24,27,12,13,39,18,24,0,0
26,0,14,10,11,27,66,12,13,48,18,10,11,27,66,12,13,48,18,36,0,0
105,0,15,10,11,24,51,12,13,54,21,10,11,24,51,12,13,54,21,24,0,0
117,0,16,10,11,30,60,12,13,39,9,10,11,30,60,12,13,39,12,30,1,0
60,0,20,6,7,0,12,15,16,18,0,6,7,0,12,16,17,3,0,3,1,0
46,0,16,10,11,27,63,12,13,54,6,10,11,30,63,12,13,54,6,33,1,0
52,0,18,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
125,0,18,10,11,21,54,0,0,0,0,10,11,21,54,11,12,54,18,24,0,1
39,0,19,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
44,0,19,7,8,0,21,15,16,3,0,7,8,3,21,19,20,3,0,3,1,1
56,0,17,10,11,24,57,0,0,0,0,10,11,24,57,12,13,27,12,27,0,1
18,0,17,9,10,18,24,12,13,42,12,9,10,18,24,12,13,42,15,18,1,0
120,0,18,8,9,21,27,14,15,24,18,8,9,21,27,14,15,27,18,21,1,0
28,0,14,10,11,21,45,12,13,57,12,10,11,24,45,12,13,57,12,27,1,0
123,0,14,10,11,9,63,12,13,54,21,10,11,12,63,12,13,54,21,33,1,0
98,0,18,7,8,3,21,15,16,9,0,6,7,0,6,21,22,3,0,3,1,1
40,0,15,10,11,33,66,12,13,51,12,10,11,33,66,12,13,51,12,36,0,0
101,0,19,7,8,0,18,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
53,0,20,6,7,0,9,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
38,0,14,10,11,21,69,12,13,51,0,10,11,24,69,12,13,51,3,39,1,0
105,0,16,10,11,33,63,12,13,45,21,10,11,33,63,12,13,45,21,33,0,0
118,0,17,10,11,27,57,12,13,36,21,10,11,27,57,12,13,36,21,27,0,0
35,0,19,7,8,0,18,15,16,6,0,7,8,0,18,18,19,3,0,3,0,1
62,0,15,10,11,33,66,12,13,48,24,10,11,33,66,12,13,48,24,36,0,0
55,0,20,6,7,0,9,15,16,3,0,5,6,0,6,21,22,3,0,3,1,1
126,0,20,6,7,0,6,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
80,0,17,8,9,18,27,13,14,24,21,9,10,27,30,12,13,39,24,27,1,0
24,0,14,10,11,30,69,12,13,57,24,10,11,30,69,12,13,57,24,39,0,0
75,0,14,10,11,33,69,12,13,48,21,10,11,33,69,12,13,48,21,39,0,0
20,0,17,9,10,18,27,12,13,48,12,9,10,18,27,12,13,48,12,18,0,0
61,0,17,9,10,21,27,12,13,33,18,9,10,21,27,12,13,33,18,24,0,0
17,0,15,10,11,24,66,12,13,48,15,10,11,24,66,12,13,48,15,36,0,0
85,0,19,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
115,0,20,5,6,0,9,15,16,18,0,5,6,0,9,16,17,6,0,6,1,0
53,0,15,9,10,18,27,12,13,45,9,9,10,18,27,12,13,45,12,21,1,0
25,0,19,7,8,0,15,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
88,0,15,10,11,33,66,12,13,48,24,10,11,33,66,12,13,48,24,36,0,0
110,0,14,10,11,33,66,12,13,48,9,10,11,33,66,12,13,48,9,36,0,0
34,0,14,10,11,27,69,12,13,51,15,10,11,27,69,12,13,51,15,39,0,0
83,0,20,6,7,0,9,0,0,0,0,5,6,0,3,0,0,0,0,0,1,0
7,0,20,6,7,0,6,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
102,0,18,7,8,0,12,14,15,12,3,7,8,0,12,14,15,15,6,9,1,0
1,0,18,7,8,0,15,13,14,9,6,7,8,3,15,14,15,9,0,9,1,0
94,0,16,9,10,24,27,12,13,51,21,9,10,24,27,12,13,51,21,24,0,0
87,0,17,10,11,27,60,12,13,39,24,10,11,27,60,12,13,39,24,30,0,0
123,0,17,8,9,18,27,12,13,33,21,8,9,18,27,13,14,24,21,24,1,0
16,0,20,6,7,3,12,15,16,18,0,6,7,3,15,15,16,18,3,6,1,0
72,0,15,9,10,27,33,12,13,45,15,9,10,27,33,12,13,45,15,30,0,0
54,0,20,6,7,3,9,15,16,6,0,5,6,0,6,18,19,3,0,3,1,1
45,0,16,10,11,30,60,12,13,45,12,10,11,30,60,12,13,45,15,30,1,0
41,0,18,7,8,0,6,0,0,0,0,7,8,0,9,0,0,0,0,0,1,0
105,0,17,10,11,30,60,0,0,0,0,10,11,30,60,11,12,60,27,30,0,1
71,0,16,10,11,21,54,12,13,45,18,10,11,21,54,12,13,45,18,24,0,0
37,0,16,10,11,12,57,12,13,51,0,10,11,15,57,12,13,51,0,27,1,0
127,0,18,10,11,21,57,0,0,0,0,10,11,21,57,11,12,57,21,27,0,1
3,0,17,10,11,15,57,12,13,39,12,10,11,15,57,12,13,39,12,27,0,0
102,0,15,10,11,24,63,12,13,48,15,10,11,24,63,12,13,48,15,33,0,0
11,0,15,10,11,18,66,12,13,51,21,10,11,21,66,12,13,51,21,36,1,0
86,0,16,10,11,27,60,12,13,51,15,10,11,27,60,12,13,51,15,30,0,0
103,0,19,0,0,0,0,0,0,0,0,7,8,0,9,0,0,0,0,0,0,1
18,0,17,9,10,18,24,12,13,42,12,9,10,18,24,12,13,42,15,18,1,0
105,0,16,10,11,33,63,12,13,45,21,10,11,33,63,12,13,45,21,33,0,0
20,0,20,6,7,0,6,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
126,0,20,6,7,0,6,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
25,0,20,6,7,3,12,15,16,18,0,6,7,0,12,18,19,3,0,3,1,1
86,0,16,10,11,27,60,12,13,51,15,10,11,27,60,12,13,51,15,30,0,0
102,0,17,10,11,18,48,12,13,30,12,10,11,18,48,12,13,30,12,18,0,0
52,0,18,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
17,0,15,10,11,24,66,12,13,48,15,10,11,24,66,12,13,48,15,36,0,0
59,0,14,10,11,33,72,12,13,45,18,10,11,33,72,12,13,45,18,42,0,0
127,0,14,10,11,21,63,12,13,51,12,10,11,21,63,12,13,51,12,33,0,0
119,0,19,7,8,0,18,16,17,3,0,7,8,0,18,18,19,3,0,3,0,1
15,0,14,10,11,27,63,12,13,51,9,10,11,27,63,12,13,51,12,33,1,0
81,0,16,10,11,27,63,12,13,45,12,10,11,27,63,12,13,45,12,33,0,0
44,0,14,10,11,24,66,12,13,51,12,10,11,27,66,12,13,51,12,36,1,0
19,0,17,8,9,15,24,12,13,51,9,8,9,15,24,12,13,51,9,21,0,0
32,0,14,10,11,27,63,12,13,51,21,10,11,27,63,12,13,54,21,33,1,0
30,0,20,6,7,6,15,16,17,9,0,5,6,3,9,16,17,9,0,6,1,0
27,0,17,10,11,21,57,12,13,30,15,10,11,21,57,12,13,30,15,27,0,0
14,0,15,10,11,24,54,12,13,54,18,9,10,15,27,12,13,54,18,24,1,0
69,0,16,10,11,21,66,12,13,48,12,10,11,21,66,12,13,48,12,36,0,0
92,0,17,9,10,18,24,12,13,30,9,9,10,18,24,12,13,30,12,18,1,0
113,0,20,6,7,0,9,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
65,0,20,6,7,3,12,16,17,3,0,5,6,0,6,22,23,3,0,3,1,1
49,0,15,10,11,27,69,12,13,51,15,10,11,27,69,12,13,51,18,39,1,0
104,0,17,9,10,24,27,12,13,30,18,9,10,24,27,12,13,30,18,24,0,0
102,0,18,7,8,0,12,14,15,12,3,7,8,0,12,14,15,15,6,9,1,0
16,0,20,6,7,3,12,15,16,18,0,6,7,3,15,15,16,18,3,6,1,0
64,0,15,10,11,24,63,12,13,51,18,10,11,24,63,12,13,51,18,33,0,0
31,0,20,6,7,9,18,16,17,9,0,6,7,9,18,16,17,9,0,9,0,0
89,0,18,7,8,3,18,15,16,15,0,6,7,3,6,21,22,3,0,3,1,1
93,0,17,10,11,12,51,12,13,39,9,10,11,15,51,12,13,39,9,21,1,0
19,0,17,8,9,15,24,12,13,51,9,8,9,15,24,12,13,51,9,21,0,0
57,0,17,8,9,6,18,12,13,39,0,8,9,9,18,12,13,39,3,12,1,0
77,0,14,10,11,33,66,12,13,51,15,10,11,33,66,12,13,51,15,36,0,0
53,0,15,9,10,18,27,12,13,45,9,9,10,18,27,12,13,45,12,21,1,0
54,0,14,10,11,27,72,12,13,51,6,10,11,27,72,12,13,51,9,42,1,0
47,0,16,10,11,18,57,12,13,51,0,10,11,18,57,12,13,51,0,27,0,0
90,0,17,8,9,18,24,14,15,21,15,8,9,18,24,14,15,21,15,21,0,0
87,0,15,10,11,27,63,12,13,39,18,10,11,30,63,12,13,39,18,33,1,0
123,0,18,8,9,21,30,13,14,24,21,8,9,21,30,13,14,24,21,24,0,0
44,0,20,6,7,6,12,15,16,6,0,5,6,0,9,15,16,9,3,6,1,0
47,0,14,10,11,21,69,12,13,54,9,10,11,21,69,12,13,54,9,39,0,0
109,0,17,10,11,18,57,12,13,45,9,10,11,18,57,12,13,45,9,27,0,0
5,0,15,10,11,24,63,12,13,51,12,10,11,24,63,12,13,51,15,33,1,0
122,0,17,10,11,27,60,0,0,0,0,10,11,27,60,11,12,60,27,30,0,1
41,0,16,10,11,12,66,12,13,54,15,10,11,12,66,12,13,54,15,36,0,0
41,0,19,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
54,0,20,6,7,3,9,15,16,6,0,5,6,0,6,18,19,3,0,3,1,1
20,0,20,6,7,0,6,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
66,0,17,10,11,0,48,12,13,36,9,10,11,6,48,12,13,36,12,18,1,0
93,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
19,0,15,10,11,30,69,0,0,0,0,10,11,30,69,11,12,69,33,39,0,1
57,0,14,10,11,30,66,12,13,51,6,10,11,30,66,12,13,51,9,36,1,0
96,0,18,7,8,0,21,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
1,0,15,10,11,24,54,12,13,42,6,10,11,24,54,12,13,42,9,24,1,0
121,0,19,7,8,0,18,16,17,3,0,7,8,0,21,16,17,6,0,3,1,0
78,0,16,10,11,33,66,12,13,45,15,10,11,33,66,12,13,45,18,36,1,0
47,0,17,8,9,6,18,12,13,36,0,8,9,6,18,12,13,36,0,15,0,0
5,0,18,7,8,6,18,14,15,15,9,7,8,6,18,14,15,18,9,15,1,0
90,0,17,8,9,18,24,14,15,21,15,8,9,18,24,14,15,21,15,21,0,0
110,0,15,9,10,18,36,12,13,45,15,9,10,18,36,12,13,45,12,30,1,0
41,0,20,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
97,0,19,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
88,0,17,9,10,24,27,13,14,24,21,9,10,24,27,14,15,24,15,24,1,0
80,0,14,10,11,30,69,12,13,51,21,10,11,30,69,12,13,51,21,39,0,0
48,0,16,10,11,27,60,12,13,42,12,10,11,27,60,12,13,42,12,30,0,0
68,0,14,10,11,30,69,12,13,57,15,10,11,33,69,12,13,57,15,39,1,0
3,0,17,10,11,15,57,12,13,39,12,10,11,15,57,12,13,39,12,27,0,0
123,0,20,6,7,6,15,15,16,21,3,6,7,6,15,16,17,6,0,6,1,0
6,0,16,10,11,24,63,12,13,51,0,10,11,24,63,12,13,51,0,33,0,0
84,0,18,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,1
31,0,14,10,11,30,69,12,13,51,24,10,11,33,69,12,13,51,24,39,1,0
9,0,14,10,11,33,63,12,13,48,21,10,11,33,63,12,13,48,24,33,1,0
102,0,20,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
27,0,15,9,10,15,30,12,13,42,12,9,10,15,30,12,13,42,15,18,1,0
71,0,20,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
5,0,20,6,7,0,12,15,16,12,0,5,6,0,9,19,20,3,0,3,1,1
115,0,19,7,8,0,21,15,16,12,0,5,6,0,9,15,16,15,3,6,1,1
42,0,15,10,11,30,72,12,13,51,12,10,11,30,72,12,13,51,12,42,0,0
101,0,18,7,8,0,18,15,16,9,0,7,8,0,21,15,16,6,0,6,1,0
30,0,19,7,8,0,21,16,17,3,0,7,8,0,21,18,19,3,0,3,0,1
49,0,20,0,0,0,0,0,0,0,0,6,7,0,3,0,0,0,0,0,0,1
102,0,16,9,10,15,27,12,13,48,9,9,10,15,27,12,13,48,12,24,1,0
70,0,18,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
13,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
32,0,16,10,11,27,60,12,13,42,21,10,11,27,60,12,13,42,21,30,0,0
91,0,16,10,11,15,60,12,13,45,18,10,11,15,60,12,13,45,21,30,1,0
11,0,16,9,10,18,24,14,15,18,9,9,10,18,24,14,15,18,9,18,0,0
125,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
25,0,15,10,11,27,66,12,13,51,21,10,11,27,66,12,13,51,21,36,0,0
66,0,16,10,11,24,54,12,13,51,15,9,10,15,27,12,13,51,15,24,1,0
36,0,18,6,7,0,6,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
123,0,18,8,9,21,30,13,14,24,21,8,9,21,30,13,14,24,21,24,0,0
113,0,15,9,10,12,30,12,13,48,0,9,10,12,30,12,13,48,0,24,0,0
47,0,20,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
13,0,14,10,11,27,57,12,13,48,18,10,11,27,57,12,13,48,18,27,0,0
83,0,16,9,10,21,27,12,13,48,9,9,10,21,27,12,13,48,9,21,0,0
72,0,18,7,8,0,18,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
21,0,19,0,0,0,0,0,0,0,0,7,8,0,15,0,0,0,0,0,0,1
24,0,19,7,8,0,21,15,16,15,0,7,8,3,21,15,16,15,3,6,1,0
85,0,14,10,11,30,69,12,13,54,9,10,11,30,69,12,13,54,9,39,0,0
86,0,14,10,11,24,69,12,13,57,15,10,11,24,69,12,13,57,18,39,1,0
49,0,15,10,11,27,69,12,13,51,15,10,11,27,69,12,13,51,18,39,1,0
19,0,16,10,11,21,57,12,13,45,12,10,11,21,57,12,13,45,12,27,0,0
5,0,19,7,8,0,18,0,0,0,0,5,6,0,3,0,0,0,0,0,0,1
39,0,18,7,8,0,12,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
77,0,20,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,0,0,0,1
30,0,18,7,8,6,21,15,16,18,0,7,8,9,24,15,16,18,3,9,1,0
60,0,15,10,11,33,66,12,13,45,18,10,11,33,66,12,13,45,18,36,0,0
76,0,15,10,11,27,69,12,13,48,0,10,11,27,69,12,13,48,0,39,0,0
122,0,18,8,9,21,30,13,14,24,21,8,9,21,30,13,14,24,21,24,0,0
113,0,18,8,9,15,24,12,13,21,6,8,9,18,24,12,13,21,3,18,1,0
