channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error,GT_F_Left_MHz,GT_F_Right_MHz,ACT_F_Star_Left_MHz,ACT_F_Star_Right_MHz,BW_GT_MHz,BW_ACT_MHz,MaxAbs_GT_MHz,MaxAbs_ACT_MHz,M_GT,M_ACT
123,0,12,3,4,12,33,14,15,33,27,3,4,12,33,14,15,33,27,30,0,0,-2.1972656249999996,1.4648437499999998,-2.3386938775510204,1.8182857142857143,3.662109374999999,4.156979591836735,2.1972656249999996,2.3386938775510204,14.0,13.0
14,0,13,5,6,24,33,14,15,24,18,5,6,24,33,14,15,24,21,24,1,0,-2.1972656249999996,1.5869140624999998,-2.232,1.7468571428571429,3.784179687499999,3.978857142857143,2.1972656249999996,2.232,14.0,14.0
49,0,11,6,7,36,39,15,16,36,33,6,7,36,39,15,16,36,33,36,0,0,-2.1972656249999996,1.8310546874999998,-2.1754285714285713,1.8897142857142857,4.028320312499999,4.065142857142857,2.1972656249999996,2.1754285714285713,14.0,14.0
46,0,11,4,5,36,45,16,17,36,27,4,5,36,45,16,17,36,30,36,1,0,-2.1972656249999996,1.8310546874999998,-2.318285714285714,2.0325714285714285,4.028320312499999,4.3508571428571425,2.1972656249999996,2.318285714285714,14.0,13.0
78,0,13,5,6,24,30,14,15,33,18,5,6,24,30,14,15,33,21,27,1,0,-2.1972656249999996,1.7089843749999998,-2.2037142857142857,1.8182857142857143,3.906249999999999,4.022,2.1972656249999996,2.2037142857142857,14.0,14.0
104,0,13,5,6,27,33,13,14,33,24,5,6,27,33,13,14,33,24,30,0,0,-2.0751953124999996,1.5869140624999998,-2.2037142857142857,1.6516190476190478,3.662109374999999,3.8553333333333333,2.0751953124999996,2.2037142857142857,15.0,14.0
94,0,11,4,5,39,45,14,15,42,33,4,5,39,45,14,15,42,33,42,0,0,-2.1972656249999996,1.7089843749999998,-2.275142857142857,1.7468571428571429,3.906249999999999,4.022,2.1972656249999996,2.275142857142857,14.0,14.0
69,0,14,4,5,15,30,14,15,27,21,4,5,18,30,14,15,27,21,27,1,0,-2.1972656249999996,1.4648437499999998,-2.2535714285714286,1.7468571428571429,3.662109374999999,4.0004285714285714,2.1972656249999996,2.2535714285714286,14.0,14.0
125,0,11,4,5,36,42,13,14,39,36,4,5,39,42,13,14,39,36,39,1,0,-2.1972656249999996,1.4648437499999998,-2.318285714285714,1.604,3.662109374999999,3.922285714285714,2.1972656249999996,2.318285714285714,14.0,13.0
11,0,14,3,4,0,21,14,15,21,6,3,4,3,21,14,15,21,9,18,1,0,-2.1972656249999996,1.4648437499999998,-2.342095238095238,1.7825714285714285,3.662109374999999,4.124666666666666,2.1972656249999996,2.342095238095238,14.0,13.0
38,0,15,6,7,24,33,12,13,36,9,6,7,24,33,12,13,36,12,24,1,0,-2.0751953124999996,1.4648437499999998,-2.1754285714285713,1.174,3.540039062499999,3.349428571428571,2.0751953124999996,2.1754285714285713,15.0,14.0
114,0,15,3,4,12,27,19,20,18,0,3,4,15,27,19,20,18,6,15,1,0,-2.3193359374999996,1.0986328124999998,-2.4611428571428573,2.354,3.417968749999999,4.815142857142858,2.3193359374999996,2.4611428571428573,13.0,13.0
74,0,13,4,5,24,36,14,15,30,18,4,5,24,36,14,15,30,18,27,0,0,-2.1972656249999996,1.5869140624999998,-2.2967142857142857,1.7825714285714285,3.784179687499999,4.079285714285714,2.1972656249999996,2.2967142857142857,14.0,14.0
91,0,12,5,6,27,33,14,15,30,24,5,6,27,33,14,15,30,24,30,0,0,-1.9531249999999998,1.5869140624999998,-2.2037142857142857,1.7468571428571429,3.5400390624999996,3.9505714285714286,1.9531249999999998,2.2037142857142857,16.0,14.0
6,0,11,4,5,21,30,16,17,27,15,4,5,21,30,16,17,27,18,24,1,0,-2.0751953124999996,1.3427734374999998,-2.2895238095238093,2.080190476190476,3.417968749999999,4.369714285714285,2.0751953124999996,2.2895238095238093,15.0,14.0
99,0,12,5,6,33,36,16,17,36,12,5,6,33,36,16,17,36,15,33,1,0,-2.1972656249999996,2.0751953124999996,-2.232,2.0529795918367344,4.272460937499999,4.284979591836734,2.1972656249999996,2.232,14.0,14.0
127,0,13,6,7,30,33,14,15,33,27,6,7,30,33,14,15,33,27,30,0,0,-2.1972656249999996,1.8310546874999998,-2.1754285714285713,1.8182857142857143,4.028320312499999,3.9937142857142858,2.1972656249999996,2.1754285714285713,14.0,14.0
110,0,11,5,6,39,48,13,14,42,30,5,6,39,48,13,14,42,33,42,1,0,-2.1972656249999996,1.5869140624999998,-2.213142857142857,1.604,3.784179687499999,3.817142857142857,2.1972656249999996,2.213142857142857,14.0,14.0
111,0,12,4,5,30,33,17,18,30,27,4,5,30,33,17,18,30,27,30,0,0,-2.0751953124999996,1.7089843749999998,-2.318285714285714,2.1754285714285713,3.784179687499999,4.493714285714285,2.0751953124999996,2.318285714285714,15.0,13.0
49,0,11,6,7,36,39,15,16,36,33,6,7,36,39,15,16,36,33,36,0,0,-2.1972656249999996,1.8310546874999998,-2.1754285714285713,1.8897142857142857,4.028320312499999,4.065142857142857,2.1972656249999996,2.1754285714285713,14.0,14.0
59,0,13,5,6,27,33,12,13,33,21,5,6,27,33,12,13,33,21,27,0,0,-2.1972656249999996,1.3427734374999998,-2.232,1.174,3.540039062499999,3.406,2.1972656249999996,2.232,14.0,14.0
21,0,13,6,7,9,36,16,17,24,12,6,7,9,36,16,17,24,12,24,0,0,-2.0751953124999996,1.4648437499999998,-2.0960634920634917,2.0325714285714285,3.540039062499999,4.12863492063492,2.0751953124999996,2.0960634920634917,15.0,15.0
46,0,13,4,5,18,30,19,20,18,0,4,5,18,30,19,20,18,6,18,1,0,-2.1972656249999996,1.8310546874999998,-2.318285714285714,2.3182857142857145,4.028320312499999,4.636571428571429,2.1972656249999996,2.3182857142857145,14.0,13.0
86,0,12,3,4,12,33,16,17,30,24,3,4,12,33,16,17,30,24,30,0,0,-2.3193359374999996,1.9531249999999998,-2.3386938775510204,2.0325714285714285,4.272460937499999,4.371265306122449,2.3193359374999996,2.3386938775510204,13.0,13.0
90,0,13,4,5,24,33,15,16,27,6,4,5,24,33,15,16,27,9,27,1,0,-2.1972656249999996,1.5869140624999998,-2.2895238095238093,1.8897142857142857,3.784179687499999,4.1792380952380945,2.1972656249999996,2.2895238095238093,14.0,14.0
78,0,11,4,5,36,45,13,14,45,36,4,5,36,45,13,14,45,36,42,0,0,-2.1972656249999996,1.5869140624999998,-2.260761904761905,1.6516190476190478,3.784179687499999,3.9123809523809525,2.1972656249999996,2.260761904761905,14.0,14.0
69,0,12,6,7,30,42,15,16,36,30,6,7,30,42,15,16,36,30,33,0,0,-2.0751953124999996,1.8310546874999998,-2.1397142857142857,1.961142857142857,3.906249999999999,4.1008571428571425,2.0751953124999996,2.1397142857142857,15.0,15.0
21,0,12,5,6,30,33,13,14,33,27,5,6,30,33,14,15,30,21,30,1,0,-2.0751953124999996,1.5869140624999998,-2.232,1.7468571428571429,3.662109374999999,3.978857142857143,2.0751953124999996,2.232,15.0,14.0
49,0,14,6,7,6,30,15,16,27,15,6,7,9,30,16,17,18,6,18,1,0,-1.9531249999999998,1.8310546874999998,-2.114204081632653,2.0325714285714285,3.7841796874999996,4.1467755102040815,1.9531249999999998,2.114204081632653,16.0,15.0
127,0,13,6,7,30,33,14,15,33,27,6,7,30,33,14,15,33,27,30,0,0,-2.1972656249999996,1.8310546874999998,-2.1754285714285713,1.8182857142857143,4.028320312499999,3.9937142857142858,2.1972656249999996,2.1754285714285713,14.0,14.0
29,0,15,4,5,12,27,16,17,18,0,4,5,12,27,16,17,18,0,18,0,0,-2.1972656249999996,1.8310546874999998,-2.2837714285714283,2.0325714285714285,4.028320312499999,4.316342857142857,2.1972656249999996,2.2837714285714283,14.0,14.0
108,0,13,4,5,27,36,13,14,30,27,4,5,27,36,13,14,30,27,30,0,0,-2.1972656249999996,1.4648437499999998,-2.2895238095238093,1.604,3.662109374999999,3.8935238095238094,2.1972656249999996,2.2895238095238093,14.0,14.0
30,0,11,4,5,30,39,16,17,33,12,4,5,30,39,16,17,33,15,33,1,0,-2.1972656249999996,1.7089843749999998,-2.2895238095238093,2.0325714285714285,3.906249999999999,4.322095238095238,2.1972656249999996,2.2895238095238093,14.0,14.0
104,0,11,3,4,15,42,14,15,42,36,3,4,15,42,14,15,42,36,39,0,0,-2.1972656249999996,1.4648437499999998,-2.33415873015873,1.8182857142857143,3.662109374999999,4.152444444444444,2.1972656249999996,2.33415873015873,14.0,13.0
52,0,13,4,5,18,30,15,16,27,21,4,5,21,30,15,16,27,21,24,1,0,-2.1972656249999996,1.7089843749999998,-2.2895238095238093,1.961142857142857,3.906249999999999,4.250666666666667,2.1972656249999996,2.2895238095238093,14.0,14.0
9,0,13,7,8,24,45,12,13,36,18,7,8,24,45,12,13,36,18,27,0,0,-2.1972656249999996,1.3427734374999998,-2.0121632653061226,1.174,3.540039062499999,3.1861632653061225,2.1972656249999996,2.0121632653061226,14.0,16.0
117,0,12,3,4,18,36,15,16,30,24,3,4,18,36,15,16,30,24,30,0,0,-2.3193359374999996,1.7089843749999998,-2.365904761904762,1.8897142857142857,4.028320312499999,4.255619047619048,2.3193359374999996,2.365904761904762,13.0,13.0
113,0,15,4,5,18,27,14,15,24,15,4,5,18,27,14,15,24,15,21,0,0,-2.0751953124999996,0.8544921874999999,-2.2895238095238093,1.7944761904761906,2.9296874999999996,4.084,2.0751953124999996,2.2895238095238093,15.0,14.0
28,0,13,4,5,12,24,15,16,24,12,4,5,15,24,15,16,24,12,21,1,0,-2.0751953124999996,1.8310546874999998,-2.260761904761905,1.9254285714285713,3.906249999999999,4.186190476190476,2.0751953124999996,2.260761904761905,15.0,14.0
51,0,14,5,6,24,30,15,16,27,18,5,6,24,30,15,16,27,18,24,0,0,-2.1972656249999996,1.9531249999999998,-2.232,1.9373333333333334,4.150390624999999,4.169333333333333,2.1972656249999996,2.232,14.0,14.0
19,0,14,5,6,15,24,13,14,21,18,5,6,18,24,13,14,21,18,21,1,0,-2.0751953124999996,1.5869140624999998,-2.2037142857142857,1.604,3.662109374999999,3.807714285714286,2.0751953124999996,2.2037142857142857,15.0,14.0
18,0,13,4,5,0,18,19,20,15,0,4,5,3,18,19,20,15,6,15,1,0,-2.0751953124999996,1.3427734374999998,-2.249257142857143,2.3182857142857145,3.417968749999999,4.567542857142858,2.0751953124999996,2.3182857142857145,15.0,13.0
96,0,12,3,4,12,33,18,19,27,21,3,4,15,33,18,19,27,21,27,1,0,-2.1972656249999996,1.7089843749999998,-2.365904761904762,2.232,3.906249999999999,4.597904761904762,2.1972656249999996,2.365904761904762,14.0,13.0
69,0,15,4,5,15,33,14,15,18,15,4,5,15,33,16,17,18,9,18,0,1,-2.1972656249999996,1.2207031249999998,-2.3039047619047617,2.0325714285714285,3.417968749999999,4.336476190476191,2.1972656249999996,2.3039047619047617,14.0,14.0
96,0,13,4,5,24,36,19,20,24,9,4,5,24,36,19,20,24,9,24,0,0,-2.1972656249999996,1.0986328124999998,-2.318285714285714,2.3182857142857145,3.295898437499999,4.636571428571429,2.1972656249999996,2.3182857142857145,14.0,13.0
55,0,15,4,5,18,21,14,15,18,6,4,5,18,21,14,15,18,9,18,1,0,-2.1972656249999996,1.3427734374999998,-2.318285714285714,1.7468571428571429,3.540039062499999,4.065142857142857,2.1972656249999996,2.318285714285714,14.0,13.0
52,0,15,6,7,12,30,14,15,27,15,6,7,12,30,14,15,27,15,21,0,0,-2.0751953124999996,1.7089843749999998,-2.104,1.8182857142857143,3.784179687499999,3.9222857142857146,2.0751953124999996,2.104,15.0,15.0
29,0,13,5,6,24,30,14,15,27,24,5,6,24,30,14,15,27,24,27,0,0,-2.1972656249999996,1.7089843749999998,-2.2037142857142857,1.7468571428571429,3.906249999999999,3.9505714285714286,2.1972656249999996,2.2037142857142857,14.0,14.0
66,0,12,5,6,30,33,15,16,33,21,5,6,30,33,15,16,33,21,30,0,0,-2.0751953124999996,1.8310546874999998,-2.232,1.9254285714285713,3.906249999999999,4.1574285714285715,2.0751953124999996,2.232,15.0,14.0
12,0,14,3,4,6,27,14,15,21,18,3,4,6,27,14,15,21,18,21,0,0,-2.3193359374999996,1.4648437499999998,-2.3591020408163264,1.7468571428571429,3.784179687499999,4.10595918367347,2.3193359374999996,2.3591020408163264,13.0,13.0
111,0,11,3,4,18,36,16,17,33,15,3,4,18,36,16,17,33,15,33,0,0,-2.1972656249999996,1.9531249999999998,-2.342095238095238,2.0325714285714285,4.150390624999999,4.374666666666666,2.1972656249999996,2.342095238095238,14.0,13.0
20,0,11,4,5,30,33,15,16,30,27,4,5,30,33,15,16,30,27,30,0,0,-2.1972656249999996,1.7089843749999998,-2.318285714285714,1.8897142857142857,3.906249999999999,4.208,2.1972656249999996,2.318285714285714,14.0,13.0
102,0,12,3,4,15,36,16,17,30,24,3,4,15,36,16,17,30,24,30,0,0,-2.3193359374999996,1.9531249999999998,-2.3591020408163264,2.0325714285714285,4.272460937499999,4.391673469387754,2.3193359374999996,2.3591020408163264,13.0,13.0
77,0,14,3,4,12,24,14,15,27,18,3,4,15,24,14,15,27,18,21,1,0,-2.3193359374999996,1.7089843749999998,-2.365904761904762,1.842095238095238,4.028320312499999,4.208,2.3193359374999996,2.365904761904762,13.0,13.0
50,0,11,6,7,33,45,12,13,42,36,6,7,33,45,12,13,42,36,39,0,0,-2.0751953124999996,1.2207031249999998,-2.104,1.174,3.295898437499999,3.278,2.0751953124999996,2.104,15.0,15.0
77,0,14,3,4,12,24,14,15,27,18,3,4,15,24,14,15,27,18,21,1,0,-2.3193359374999996,1.7089843749999998,-2.365904761904762,1.842095238095238,4.028320312499999,4.208,2.3193359374999996,2.365904761904762,13.0,13.0
68,0,14,6,7,27,39,14,15,30,12,6,7,27,39,14,15,30,15,30,1,0,-2.0751953124999996,1.7089843749999998,-2.1397142857142857,1.7468571428571429,3.784179687499999,3.8865714285714286,2.0751953124999996,2.1397142857142857,15.0,15.0
125,0,13,4,5,27,36,16,17,27,15,4,5,27,36,16,17,27,18,27,1,0,-2.1972656249999996,1.4648437499999998,-2.318285714285714,2.0325714285714285,3.662109374999999,4.3508571428571425,2.1972656249999996,2.318285714285714,14.0,13.0
111,0,15,4,5,24,30,19,20,24,6,4,5,24,30,19,20,24,9,24,1,0,-2.3193359374999996,2.3193359374999996,-2.318285714285714,2.3182857142857145,4.638671874999999,4.636571428571429,2.3193359374999996,2.3182857142857145,13.0,13.0
88,0,11,4,5,39,51,14,15,39,36,4,5,39,51,14,15,39,36,39,0,0,-2.1972656249999996,1.5869140624999998,-2.318285714285714,1.7468571428571429,3.784179687499999,4.065142857142857,2.1972656249999996,2.318285714285714,14.0,13.0
88,0,11,4,5,39,51,14,15,39,36,4,5,39,51,14,15,39,36,39,0,0,-2.1972656249999996,1.5869140624999998,-2.318285714285714,1.7468571428571429,3.784179687499999,4.065142857142857,2.1972656249999996,2.318285714285714,14.0,13.0
97,0,15,5,6,27,33,12,13,36,21,5,6,27,33,12,13,36,21,27,0,0,-2.1972656249999996,1.2207031249999998,-2.232,1.2600000000000002,3.417968749999999,3.4920000000000004,2.1972656249999996,2.232,14.0,14.0
99,0,13,5,6,24,39,12,13,39,18,5,6,24,39,12,13,39,18,30,0,0,-2.1972656249999996,1.2207031249999998,-2.2093714285714285,1.1125714285714285,3.417968749999999,3.321942857142857,2.1972656249999996,2.2093714285714285,14.0,14.0
15,0,13,6,7,24,39,15,16,24,15,6,7,24,39,15,16,24,15,24,0,0,-2.0751953124999996,1.8310546874999998,-2.1754285714285713,1.8897142857142857,3.906249999999999,4.065142857142857,2.0751953124999996,2.1754285714285713,15.0,14.0
56,0,13,3,4,9,27,15,16,27,9,3,4,9,27,15,16,27,9,18,0,0,-2.3193359374999996,1.8310546874999998,-2.3897142857142857,1.961142857142857,4.150390624999999,4.3508571428571425,2.3193359374999996,2.3897142857142857,13.0,13.0
59,0,12,4,5,21,30,15,16,30,18,4,5,21,30,15,16,30,18,24,0,0,-2.1972656249999996,1.4648437499999998,-2.2895238095238093,1.961142857142857,3.662109374999999,4.250666666666667,2.1972656249999996,2.2895238095238093,14.0,14.0
123,0,11,3,4,24,39,16,17,36,18,3,4,24,39,16,17,36,18,36,0,0,-2.1972656249999996,1.9531249999999998,-2.3468571428571425,2.0325714285714285,4.150390624999999,4.379428571428571,2.1972656249999996,2.3468571428571425,14.0,13.0
125,0,13,4,5,27,36,16,17,27,15,4,5,27,36,16,17,27,18,27,1,0,-2.1972656249999996,1.4648437499999998,-2.318285714285714,2.0325714285714285,3.662109374999999,4.3508571428571425,2.1972656249999996,2.318285714285714,14.0,13.0
98,0,15,3,4,0,27,19,20,21,0,3,4,6,27,19,20,21,3,21,1,0,-2.3193359374999996,1.5869140624999998,-2.3591020408163264,2.3182857142857145,3.906249999999999,4.677387755102041,2.3193359374999996,2.3591020408163264,13.0,13.0
65,0,12,5,6,30,39,14,15,30,27,5,6,30,39,14,15,30,27,30,0,0,-2.1972656249999996,1.4648437499999998,-2.232,1.7468571428571429,3.662109374999999,3.978857142857143,2.1972656249999996,2.232,14.0,14.0
112,0,11,4,5,30,36,15,16,33,30,4,5,30,36,15,16,33,30,33,0,0,-2.1972656249999996,1.4648437499999998,-2.275142857142857,1.8897142857142857,3.662109374999999,4.164857142857143,2.1972656249999996,2.275142857142857,14.0,14.0
108,0,13,4,5,27,36,13,14,30,27,4,5,27,36,13,14,30,27,30,0,0,-2.1972656249999996,1.4648437499999998,-2.2895238095238093,1.604,3.662109374999999,3.8935238095238094,2.1972656249999996,2.2895238095238093,14.0,14.0
78,0,15,3,4,6,27,12,13,36,18,3,4,6,27,12,13,36,18,24,0,0,-2.3193359374999996,1.2207031249999998,-2.3386938775510204,1.3173333333333335,3.540039062499999,3.656027210884354,2.3193359374999996,2.3386938775510204,13.0,13.0
20,0,12,4,5,24,33,15,16,30,24,4,5,27,36,15,16,30,24,30,1,0,-2.1972656249999996,1.3427734374999998,-2.2895238095238093,1.8897142857142857,3.540039062499999,4.1792380952380945,2.1972656249999996,2.2895238095238093,14.0,14.0
98,0,13,4,5,24,36,14,15,30,15,4,5,24,36,14,15,30,15,27,0,0,-2.1972656249999996,1.3427734374999998,-2.2967142857142857,1.7754285714285714,3.540039062499999,4.0721428571428575,2.1972656249999996,2.2967142857142857,14.0,14.0
70,0,12,5,6,27,36,15,16,33,21,5,6,27,36,15,16,33,21,30,0,0,-2.1972656249999996,1.8310546874999998,-2.213142857142857,1.9254285714285713,4.028320312499999,4.138571428571428,2.1972656249999996,2.213142857142857,14.0,14.0
118,0,15,3,4,6,24,19,20,21,3,3,4,9,24,19,20,21,9,18,1,0,-2.3193359374999996,2.3193359374999996,-2.3754285714285714,2.354,4.638671874999999,4.7294285714285715,2.3193359374999996,2.3754285714285714,13.0,13.0
77,0,11,4,5,39,45,15,16,42,36,4,5,39,45,15,16,42,36,42,0,0,-2.1972656249999996,1.5869140624999998,-2.275142857142857,1.8897142857142857,3.784179687499999,4.164857142857143,2.1972656249999996,2.275142857142857,14.0,14.0
63,0,13,6,7,12,30,14,15,27,21,6,7,12,30,14,15,27,21,27,0,0,-1.9531249999999998,1.3427734374999998,-2.056380952380952,1.7468571428571429,3.2958984374999996,3.803238095238095,1.9531249999999998,2.056380952380952,16.0,15.0
15,0,11,4,5,33,39,13,14,42,18,4,5,33,39,13,14,42,21,33,1,0,-2.1972656249999996,1.5869140624999998,-2.318285714285714,1.6652244897959185,3.784179687499999,3.9835102040816324,2.1972656249999996,2.318285714285714,14.0,13.0
113,0,13,5,6,27,36,15,16,30,24,5,6,27,36,15,16,30,24,30,0,0,-2.1972656249999996,1.4648437499999998,-2.213142857142857,1.8897142857142857,3.662109374999999,4.102857142857143,2.1972656249999996,2.213142857142857,14.0,14.0
31,0,13,3,4,0,18,18,19,18,12,3,4,6,18,19,20,15,3,15,1,0,-2.0751953124999996,1.7089843749999998,-2.354,2.3182857142857145,3.784179687499999,4.672285714285715,2.0751953124999996,2.354,15.0,13.0
31,0,11,4,5,18,39,16,17,33,27,4,5,18,39,16,17,33,27,33,0,0,-2.1972656249999996,1.8310546874999998,-2.25665306122449,2.0325714285714285,4.028320312499999,4.289224489795918,2.1972656249999996,2.25665306122449,14.0,14.0
122,0,15,3,4,12,24,15,16,21,12,3,4,12,24,15,16,21,12,21,0,0,-2.3193359374999996,1.4648437499999998,-2.354,1.8897142857142857,3.784179687499999,4.243714285714286,2.3193359374999996,2.354,13.0,13.0
11,0,11,5,6,30,36,14,15,30,12,4,5,21,33,14,15,30,12,30,1,0,-2.0751953124999996,1.3427734374999998,-2.2535714285714286,1.7468571428571429,3.417968749999999,4.0004285714285714,2.0751953124999996,2.2535714285714286,15.0,14.0
105,0,14,4,5,27,30,13,14,27,24,4,5,27,30,13,14,27,24,27,0,0,-2.1972656249999996,1.3427734374999998,-2.318285714285714,1.604,3.540039062499999,3.922285714285714,2.1972656249999996,2.318285714285714,14.0,13.0
126,0,11,5,6,18,42,15,16,33,24,5,6,18,42,15,16,33,27,33,1,0,-2.0751953124999996,1.7089843749999998,-2.196642857142857,1.8897142857142857,3.784179687499999,4.086357142857143,2.0751953124999996,2.196642857142857,15.0,14.0
99,0,15,4,5,21,27,14,15,24,21,4,5,21,27,18,19,24,21,24,0,1,-2.1972656249999996,1.7089843749999998,-2.275142857142857,2.232,3.906249999999999,4.507142857142857,2.1972656249999996,2.275142857142857,14.0,14.0
17,0,12,4,5,18,30,14,15,30,18,4,5,21,30,14,15,30,21,27,1,0,-2.1972656249999996,1.7089843749999998,-2.260761904761905,1.7944761904761906,3.906249999999999,4.055238095238096,2.1972656249999996,2.260761904761905,14.0,14.0
122,0,14,4,5,24,30,15,16,27,12,4,5,24,30,15,16,27,12,27,0,0,-2.1972656249999996,1.8310546874999998,-2.275142857142857,1.8897142857142857,4.028320312499999,4.164857142857143,2.1972656249999996,2.275142857142857,14.0,14.0
22,0,15,4,5,6,27,18,19,15,12,4,5,9,27,19,20,15,3,15,1,0,-2.1972656249999996,1.8310546874999998,-2.2895238095238093,2.3182857142857145,4.028320312499999,4.607809523809523,2.1972656249999996,2.3182857142857145,14.0,13.0
68,0,13,6,7,21,36,13,14,33,21,6,7,21,36,13,14,33,21,27,0,0,-2.0751953124999996,1.7089843749999998,-2.1182857142857143,1.6754285714285715,3.784179687499999,3.7937142857142856,2.0751953124999996,2.1182857142857143,15.0,15.0
55,0,15,4,5,18,21,14,15,18,6,4,5,18,21,14,15,18,9,18,1,0,-2.1972656249999996,1.3427734374999998,-2.318285714285714,1.7468571428571429,3.540039062499999,4.065142857142857,2.1972656249999996,2.318285714285714,14.0,13.0
